legacy_work_key,source_count,source_ids,original_paths,note
C16,4,LS-WS-0023;LS-WS-0309;LS-WS-0310;LS-WS-0586,audit/_artifacts/c16-source-implementation-summary.json;audit/WS_C16_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C16_QUALITY_RECOVERY_DESIGN_RESULT.md;system/policies/weekly_swing/_refs/WS_DOWNSIDE_STABILITY_C16_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C160,6,LS-WS-0231;LS-WS-0232;LS-WS-0233;LS-WS-0234;LS-WS-0235;LS-WS-0236,audit/WS_C160_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C160_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_BOUNDARY_REVIEW.md;audit/WS_C160_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_EXECUTION.md;audit/WS_C160_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C160_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C160_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_RESULT_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C161,6,LS-WS-0237;LS-WS-0238;LS-WS-0239;LS-WS-0240;LS-WS-0241;LS-WS-0242,audit/WS_C161_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C161_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_BOUNDARY_REVIEW.md;audit/WS_C161_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_EXECUTION.md;audit/WS_C161_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C161_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C161_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_RESULT_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C162,16,LS-WS-0243;LS-WS-0244;LS-WS-0245;LS-WS-0246;LS-WS-0247;LS-WS-0248;LS-WS-0249;LS-WS-0250;LS-WS-0251;LS-WS-0252;LS-WS-0253;LS-WS-0254;LS-WS-0255;LS-WS-0256;LS-WS-0257;LS-WS-0258,audit/WS_C162_HANDOFF_AUDIT_ARCHIVE_COMPLETION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_HANDOFF_AUDIT_ARCHIVE_COMPLETION_SEAL_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_HANDOFF_AUDIT_ARCHIVE_FINAL_CLOSURE_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_HANDOFF_AUDIT_ARCHIVE_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_HANDOFF_CLOSURE_SEAL_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_HANDOFF_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_HANDOFF_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_AUDIT_ARCHIVE_COMPLETION_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_AUDIT_ARCHIVE_COMPLETION_SEAL_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_AUDIT_ARCHIVE_FINAL_CLOSURE_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_AUDIT_ARCHIVE_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_CLOSURE_SEAL_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_COMPLETION_BOUNDARY_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_FINALIZATION_REVIEW.md;audit/WS_C162_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_HANDOFF_READINESS_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C163,16,LS-WS-0259;LS-WS-0260;LS-WS-0261;LS-WS-0262;LS-WS-0263;LS-WS-0264;LS-WS-0265;LS-WS-0266;LS-WS-0267;LS-WS-0268;LS-WS-0269;LS-WS-0270;LS-WS-0271;LS-WS-0272;LS-WS-0273;LS-WS-0274,audit/WS_C163_POST_HANDOFF_ACTIVATION_APPROVAL_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_ACTIVATION_EXECUTION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_ACTIVATION_GO_DECISION_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_ACTIVATION_OBSERVATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_ACTIVATION_OBSERVATION_RESULT_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_ACTIVATION_OPERATOR_GO_NO_GO_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_ACTIVATION_READINESS_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_POST_HANDOFF_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_APPROVAL_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_EXECUTION_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_OBSERVATION_RESULT_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_OBSERVATION_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_READINESS_REVIEW.md;audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_BOUNDARY_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C164,10,LS-WS-0275;LS-WS-0276;LS-WS-0277;LS-WS-0278;LS-WS-0279;LS-WS-0280;LS-WS-0281;LS-WS-0282;LS-WS-0283;LS-WS-0284,audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_EXECUTION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_GO_DECISION_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_OPERATOR_GO_NO_GO_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_RESULT_REVIEW_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C164_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_COMPLETION_BOUNDARY_REVIEW.md;audit/WS_C164_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_COMPLETION_EXECUTION.md;audit/WS_C164_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_COMPLETION_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C164_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_COMPLETION_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C164_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_COMPLETION_RESULT_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C165,10,LS-WS-0285;LS-WS-0286;LS-WS-0287;LS-WS-0288;LS-WS-0289;LS-WS-0290;LS-WS-0291;LS-WS-0292;LS-WS-0293;LS-WS-0294,audit/WS_C165_PLAN_CONFIRM_CONTROLLED_ROLLOUT_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C165_PLAN_CONFIRM_CONTROLLED_ROLLOUT_EXECUTION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C165_PLAN_CONFIRM_CONTROLLED_ROLLOUT_GO_DECISION_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C165_PLAN_CONFIRM_CONTROLLED_ROLLOUT_OPERATOR_GO_NO_GO_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C165_PLAN_CONFIRM_CONTROLLED_ROLLOUT_RESULT_REVIEW_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C165_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_BOUNDARY_REVIEW.md;audit/WS_C165_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_EXECUTION.md;audit/WS_C165_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C165_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C165_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_RESULT_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C166,8,LS-WS-0295;LS-WS-0296;LS-WS-0297;LS-WS-0298;LS-WS-0299;LS-WS-0300;LS-WS-0301;LS-WS-0302,audit/WS_C166_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_GO_DECISION_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C166_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_OPERATOR_GO_NO_GO_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C166_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C166_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_RESULT_REVIEW_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C166_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_GO_DECISION_FINALIZATION_REVIEW.md;audit/WS_C166_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_OPERATOR_GO_NO_GO_REVIEW.md;audit/WS_C166_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_RESULT_REVIEW.md;audit/WS_C166_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_POST_ROLLOUT_OBSERVATION_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C167,2,LS-WS-0303;LS-WS-0304,audit/WS_C167_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C167_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_CONTROLLED_ROLLOUT_COMPLETION_BOUNDARY_REVIEW.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C168,2,LS-WS-0305;LS-WS-0306,audit/WS_C168_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C168_WEEKLY_SWING_WATCHLIST_RUNTIME_INTEGRATION_GAP_REMEDIATION.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C169,2,LS-WS-0307;LS-WS-0308,audit/WS_C169_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C169_WEEKLY_SWING_CANONICAL_PARAMSET_PERSISTENCE_AND_REAL_OOS_PROMOTION_GATE_REMEDIATION.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C17,7,LS-WS-0024;LS-WS-0025;LS-WS-0026;LS-WS-0027;LS-WS-0331;LS-WS-0332;LS-WS-0587,audit/_artifacts/c17-drilldown-summary.csv;audit/_artifacts/c17-final-evidence-summary.json;audit/_artifacts/c17-is-run-1.json;audit/_artifacts/c17-source-implementation-summary.json;audit/WS_C17_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C17_QUALITY_PRESERVING_SAMPLE_RECOVERY_DESIGN_RESULT.md;system/policies/weekly_swing/_refs/WS_DOWNSIDE_STABILITY_C17_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C170,2,LS-WS-0311;LS-WS-0312,audit/WS_C170_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C170_WEEKLY_SWING_CANONICAL_IS_STRATEGY_AND_REAL_OOS_PROOF_REMEDIATION.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C171,17,LS-WS-0028;LS-WS-0029;LS-WS-0030;LS-WS-0031;LS-WS-0316;LS-WS-0317;LS-WS-0318;LS-WS-0319;LS-WS-0320;LS-WS-0321;LS-WS-0324;LS-WS-0325;LS-WS-0326;LS-WS-0327;LS-WS-0328;LS-WS-0329;LS-WS-0330,audit/_artifacts/c171-final-bounded-remediation-catalog-decision.json;audit/_artifacts/c171-final-failed-not-ready-closure-decision.json;audit/_artifacts/c171-immutable-draft-paramset-candidate-design.json;audit/_artifacts/c171-immutable-draft-paramset-candidate-proxy-metrics.csv;audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_OPERATOR_COMMANDS.md;audit/WS_C171_FINAL_BOUNDED_REMEDIATION_CATALOG_AND_CLOSURE_RULE_LOCK.md;audit/WS_C171_FINAL_BOUNDED_REMEDIATION_OPERATOR_COMMANDS.md;audit/WS_C171_FINAL_FAILED_NOT_READY_CLOSURE_AND_EVIDENCE_SEAL.md;audit/WS_C171_FINAL_FAILED_NOT_READY_CLOSURE_OPERATOR_COMMANDS.md;audit/WS_C171_IMMUTABLE_DRAFT_PARAMSET_CANDIDATE_DESIGN.md;audit/WS_C171_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C171_REAL_IS_REMEDIATION_DRAFT_CATALOG_IMPLEMENTATION.md;audit/WS_C171_REMEDIATION_DRAFT_CATALOG_OPERATOR_COMMANDS.md;audit/WS_C171_REMEDIATION_DRAFT_PARAMSET_HASH_IDENTITY_REPAIR.md;audit/WS_C171_TARGETED_EXECUTABLE_IS_STRATEGY_REMEDIATION_AND_TRADE_EVIDENCE_DIAGNOSTIC.md;audit/WS_C171_TRADE_EVIDENCE_DIAGNOSTIC_OPERATOR_COMMANDS.md;audit/WS_C171_WEEKLY_SWING_VERSIONED_OFFICIAL_BACKTEST_EVIDENCE_AND_EXECUTABLE_IS_STRATEGY_REMEDIATION.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C171+C01,5,LS-WS-0032;LS-WS-0313;LS-WS-0314;LS-WS-0322;LS-WS-0323,audit/_artifacts/c171-low-price-execution-quality-c01-draft-catalog-design.json;audit/WS_C171_C01_TICK_RISK_GUARD_EXECUTION_AND_EVIDENCE_PROPAGATION_REPAIR.md;audit/WS_C171_C01_TICK_RISK_GUARD_PARAMETER_ADAPTER_REPAIR.md;audit/WS_C171_LOW_PRICE_EXECUTION_QUALITY_C01_DRAFT_CATALOG_IMPLEMENTATION.md;audit/WS_C171_LOW_PRICE_EXECUTION_QUALITY_C01_OPERATOR_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C171+R2,1,LS-WS-0315,audit/WS_C171_COMPARATIVE_OFFICIAL_IS_FAILURE_DIAGNOSTIC_AND_R2_HYPOTHESIS_LOCK.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C18,5,LS-WS-0033;LS-WS-0034;LS-WS-0333;LS-WS-0334;LS-WS-0588,audit/_artifacts/c18-final-diagnostic-evidence-summary.json;audit/_artifacts/c18-funnel-diagnostic-design-summary.json;audit/WS_C18_FUNNEL_AND_MONTHLY_COVERAGE_DIAGNOSTIC_RESULT.md;audit/WS_C18_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_DOWNSIDE_STABILITY_C18_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C19,12,LS-WS-0035;LS-WS-0036;LS-WS-0037;LS-WS-0038;LS-WS-0039;LS-WS-0040;LS-WS-0335;LS-WS-0336;LS-WS-0337;LS-WS-0338;LS-WS-0339;LS-WS-0607,audit/_artifacts/c19-final-diagnostic-result-summary.json;audit/_artifacts/c19-quality-recovery-tahap-5b-source-summary.json;audit/_artifacts/c19-quality-recovery-tahap-5c-source-summary.json;audit/_artifacts/c19-quality-recovery-tuning-diagnostic-fastfix-summary.json;audit/_artifacts/c19-quality-recovery-tuning-diagnostic-source-summary.json;audit/_artifacts/c19-selection-model-redesign-analysis.json;audit/WS_C19_FINAL_DIAGNOSTIC_RESULT.md;audit/WS_C19_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C19_QUALITY_RECOVERY_TUNING_DIAGNOSTIC.md;audit/WS_C19_SELECTION_MODEL_DIAGNOSTIC_RESULT.md;audit/WS_C19_SELECTION_MODEL_REDESIGN_ANALYSIS.md;system/policies/weekly_swing/_refs/WS_SELECTION_MODEL_REDESIGN_C19_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C20,5,LS-WS-0041;LS-WS-0042;LS-WS-0340;LS-WS-0341;LS-WS-0605,audit/_artifacts/c20-final-diagnostic-result-summary.json;audit/_artifacts/c20-regime-trade-date-diagnostic-source-summary.json;audit/WS_C20_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C20_REGIME_TRADE_DATE_DIAGNOSTIC.md;system/policies/weekly_swing/_refs/WS_REGIME_TRADE_DATE_QUALITY_GATE_C20_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C21,5,LS-WS-0043;LS-WS-0044;LS-WS-0342;LS-WS-0343;LS-WS-0589,audit/_artifacts/c21-entry-exit-behavior-diagnostic-source-summary.json;audit/_artifacts/c21-final-diagnostic-result-summary.json;audit/WS_C21_ENTRY_EXIT_BEHAVIOR_DIAGNOSTIC.md;audit/WS_C21_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_ENTRY_EXIT_BEHAVIOR_C21_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C22,5,LS-WS-0045;LS-WS-0046;LS-WS-0344;LS-WS-0345;LS-WS-0590,audit/_artifacts/c22-exit-capture-shadow-diagnostic-source-summary.json;audit/_artifacts/c22-final-diagnostic-result-summary.json;audit/WS_C22_EXIT_CAPTURE_SHADOW_DIAGNOSTIC.md;audit/WS_C22_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_EXIT_CAPTURE_SHADOW_C22_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C22+C24,1,LS-WS-0573,system/policies/weekly_swing/_refs/WS_C22_SHADOW_GAP_BRIDGE_C24_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C23,4,LS-WS-0047;LS-WS-0346;LS-WS-0347;LS-WS-0592,audit/_artifacts/c23-first-profit-capture-rule-diagnostic-source-summary.json;audit/WS_C23_FIRST_PROFIT_CAPTURE_RULE_DIAGNOSTIC.md;audit/WS_C23_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_FIRST_PROFIT_CAPTURE_RULE_C23_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C24,1,LS-WS-0349,audit/WS_C24_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C24+C22,2,LS-WS-0048;LS-WS-0348,audit/_artifacts/c24-c22-shadow-gap-bridge-diagnostic-source-summary.json;audit/WS_C24_C22_SHADOW_GAP_BRIDGE_DIAGNOSTIC.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C25,4,LS-WS-0049;LS-WS-0350;LS-WS-0351;LS-WS-0598,audit/_artifacts/c25-no-signal-fallback-delay-diagnostic-source-summary.json;audit/WS_C25_NO_SIGNAL_FALLBACK_DELAY_DIAGNOSTIC.md;audit/WS_C25_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_NO_SIGNAL_FALLBACK_DELAY_C25_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C26,4,LS-WS-0050;LS-WS-0352;LS-WS-0353;LS-WS-0574,audit/_artifacts/c26-catalog-candidate-diagnostic-source-summary.json;audit/WS_C26_CATALOG_CANDIDATE_DIAGNOSTIC.md;audit/WS_C26_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_CATALOG_CANDIDATE_C26_DESIGN_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C27,4,LS-WS-0051;LS-WS-0354;LS-WS-0355;LS-WS-0575,audit/_artifacts/c27-catalog-candidate-raw-ohlc-validation-source-summary.json;audit/WS_C27_CATALOG_CANDIDATE_RAW_OHLC_VALIDATION.md;audit/WS_C27_OPERATOR_VALIDATION_COMMANDS.md;system/policies/weekly_swing/_refs/WS_CATALOG_CANDIDATE_C27_RAW_OHLC_VALIDATION_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C28,4,LS-WS-0052;LS-WS-0356;LS-WS-0357;LS-WS-0576,audit/_artifacts/c28-rule-revision-tiebreak-diagnostic-source-summary.json;audit/WS_C28_OPERATOR_VALIDATION_COMMANDS.md;audit/WS_C28_RULE_REVISION_TIEBREAK_DIAGNOSTIC.md;system/policies/weekly_swing/_refs/WS_CATALOG_CANDIDATE_C28_RULE_REVISION_TIEBREAK_NOTE.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C29,2,LS-WS-0358;LS-WS-0359,audit/WS_C29_OOS_PROOF.md;audit/WS_C29_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C30,2,LS-WS-0360;LS-WS-0361,audit/WS_C30_OOS_FAILURE_ATTRIBUTION.md;audit/WS_C30_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C31,2,LS-WS-0362;LS-WS-0363,audit/WS_C31_CONTROLLED_GATE_RECLASSIFICATION.md;audit/WS_C31_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C32,2,LS-WS-0364;LS-WS-0365,audit/WS_C32_DATA_PATH_AND_BAD_MONTH_DIAGNOSTIC.md;audit/WS_C32_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C33,2,LS-WS-0366;LS-WS-0367,audit/WS_C33_DATA_PATH_REPLAY_PROOF.md;audit/WS_C33_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C34,2,LS-WS-0368;LS-WS-0369,audit/WS_C34_BAD_MONTH_ROBUSTNESS_DIAGNOSTIC.md;audit/WS_C34_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C35,2,LS-WS-0370;LS-WS-0371,audit/WS_C35_IS_ROBUSTNESS_REDESIGN_DIAGNOSTIC.md;audit/WS_C35_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C36,2,LS-WS-0372;LS-WS-0373,audit/WS_C36_IS_CONTROLLED_REDESIGN_CANDIDATE_FORMATION.md;audit/WS_C36_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C37,2,LS-WS-0374;LS-WS-0375,audit/WS_C37_IS_VALIDATION_AND_ANTI_OVERFIT_CHECK.md;audit/WS_C37_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C38,2,LS-WS-0376;LS-WS-0377,audit/WS_C38_IS_REDESIGN_OR_EVIDENCE_EXPANSION_DIAGNOSTIC.md;audit/WS_C38_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C39,2,LS-WS-0378;LS-WS-0379,audit/WS_C39_IS_CONTROLLED_REDESIGN_WITH_COVERAGE_AND_BRANCH_DIVERSIFICATION_GUARDS.md;audit/WS_C39_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
C40,1,LS-WS-0381,audit/WS_C40_OPERATOR_VALIDATION_COMMANDS.md,Historical correlation key only; not a WS-Bxx Attempt ID.
