source_id,legacy_work_key,original_path,section_no,heading,start_line,end_line,role,role_confidence,split_required,section_sha1
LS-WS-0086,C07,audit/WS_C07_OPERATOR_VALIDATION_COMMANDS.md,3,Pass/fail criteria for any rerun,181,226,EVIDENCE,HIGH,NO,ADDB1A41CCAA757025890661D23084723B5AA0DA
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,0,(preamble/title),1,6,CONTEXT,CONTEXT,YES,8712C684CB4BB358AEEE358F432678D02F5A2F0A
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,1,Verdict,7,19,FINDING,MEDIUM,YES,0EC490A57F681B8DFC898B634F2F418D8970398D
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,2,Catalog identity,20,30,FINDING,HIGH,YES,AF3E3BDD9DFBE7DEF9DCF0A25A3D3C1FE7B39381
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,3,Implementation change,31,56,FINDING,MEDIUM,YES,73DCF9CE44ECB77646A4060CB2B51D6029B1E478
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,4,Commands executed,57,125,FINDING,HIGH,YES,B6A998D0A792F7BE7D236FE9EEB2F503D83B4DDA
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,5,Scoped forensic findings,126,153,FINDING,HIGH,YES,571ACA8778AB47C7037D895F3ABEF0E6184A3CA5
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,6,Runtime feature finding,154,165,FINDING,HIGH,YES,4173EFE6C30563D6EB0E4396A682B3B9D59E018C
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,7,Directional signals,166,176,FINDING,HIGH,YES,A94DDA0589CD34FDFDDE47D218DB9FA82ECD7066
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,8,Artifacts,177,187,FINDING,HIGH,YES,DD340E7C95308EEDB94084991C1DE0CC4199ED78
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,9,Final decision,188,198,DECISION,HIGH,YES,CDECFA90D8A762B38B9A04DD2F29F1B5568B72B9
LS-WS-0087,C07,audit/WS_C07_SCOPED_FAILURE_DRILLDOWN_FINAL_RESULT.md,10,Validation evidence,199,214,EVIDENCE,HIGH,YES,A2940ECE94299787616E7E84D99E7C89BC2E9C98
LS-WS-0088,C08,audit/WS_C08_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,4,CONTEXT,CONTEXT,NO,DC26EDA1918233B31ED5923BCF7A07F6F5C06CF0
LS-WS-0088,C08,audit/WS_C08_OPERATOR_VALIDATION_COMMANDS.md,1,PHP Lint,5,27,EVIDENCE,HIGH,NO,5AA759357B1AA44C40C5D53EDB387F5E6BC44467
LS-WS-0088,C08,audit/WS_C08_OPERATOR_VALIDATION_COMMANDS.md,2,PHPUnit,28,46,EVIDENCE,HIGH,NO,40EFF5D1AEF28BEE4CB4B4B58DEA010A6208E85D
LS-WS-0088,C08,audit/WS_C08_OPERATOR_VALIDATION_COMMANDS.md,3,Batched C07 IS Drilldown,47,94,EVIDENCE,HIGH,NO,851F297668A2E9D05E31FD64B271FB3CD98CCE69
LS-WS-0088,C08,audit/WS_C08_OPERATOR_VALIDATION_COMMANDS.md,4,OOS Guard,95,108,EVIDENCE,HIGH,NO,286EC5E92E6EC8CEBE09A530D4A1A435E2B37497
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,0,(preamble/title),1,4,CONTEXT,CONTEXT,YES,8983CBDC454FCE3F6F57B25CDCF4F7E6758AB3A5
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,1,Scope,5,23,FINDING,HIGH,YES,A2176D3A761F6F2C51F2DC45DA706AA3AF797E06
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,2,Runtime Payload Enrichment,24,47,FINDING,HIGH,YES,94808890CCE5A89C6E4286A979425A39290DF1DE
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,3,Batched C07 Drilldown,48,78,FINDING,HIGH,YES,459C1EA9E4A9BFD26E72FD8BBA5A50388E950D9D
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,4,Artifact Summary,79,128,EVIDENCE,MEDIUM,YES,A83FC3A5D3BC77F2040B70062B76A9E022BF5B03
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,5,Runtime Field Availability,129,163,FINDING,HIGH,YES,E1032003831E4AA231B4C3586E7DD97316A3A3C2
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,6,Decision,164,176,FINDING,HIGH,YES,6E9DBB06FEC874205765FF2597B59462E49C52EC
LS-WS-0089,C08+C07,audit/WS_C08_RUNTIME_PAYLOAD_AND_BATCHED_C07_DRILLDOWN_FINAL_RESULT.md,7,Validation,177,196,FINDING,MEDIUM,YES,9E662510601719ED748928251D5FC96677033DA1
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,0,(preamble/title),1,4,CONTEXT,CONTEXT,YES,B97748AC1F542A06B8EA93C50EBF59B027BD85F3
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,1,Scope,5,23,EVIDENCE,HIGH,YES,518E6363EAFB2B134A3C196A08CC18A8BE319E93
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,2,Source Coverage Audit,24,38,EVIDENCE,HIGH,YES,EED31A4AD44A1B43BE5109711ACB9B46198C8F42
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,3,Runtime Semantics Change,39,60,EVIDENCE,HIGH,YES,D05307CEAB5881ED96D0481819439CA81AE7FF82
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,4,Batched C07 Drilldown,61,98,FINDING,MEDIUM,YES,E8BB93FF1EC3C9A8F150FEE3AD8673E16450EC9C
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,5,C09 Findings,99,146,EVIDENCE,HIGH,YES,9E2BB35B76D2D636EC968951ACADC13F96CF62DB
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,6,Decision,147,161,EVIDENCE,HIGH,YES,B193A783EEFF6584654FAB3B3F2DACB5DEE305EE
LS-WS-0090,C09,audit/WS_C09_NULLABLE_EVENT_CONTEXT_RUNTIME_COVERAGE_FINAL_RESULT.md,7,Validation,162,176,EVIDENCE,HIGH,YES,0EDE3019318E8E5C8DDFA986FC837E01DE2EBB3D
LS-WS-0091,C09,audit/WS_C09_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,4,CONTEXT,CONTEXT,NO,2190BA95A1822087739444861DD34E0CDF9DD883
LS-WS-0091,C09,audit/WS_C09_OPERATOR_VALIDATION_COMMANDS.md,1,PHP Lint,5,22,EVIDENCE,HIGH,NO,B3AD52883F70109919425B16799D0F5C97CFC0D5
LS-WS-0091,C09,audit/WS_C09_OPERATOR_VALIDATION_COMMANDS.md,2,PHPUnit,23,41,EVIDENCE,HIGH,NO,894A582A79C092F0436A34B17C1F67457B596576
LS-WS-0091,C09,audit/WS_C09_OPERATOR_VALIDATION_COMMANDS.md,3,Read-Only Source Coverage Audit,42,62,EVIDENCE,HIGH,NO,0E5A286A0D3E783DBCD5E3AD0754CCE1CD026CB9
LS-WS-0091,C09,audit/WS_C09_OPERATOR_VALIDATION_COMMANDS.md,4,Batched C07 Nullable Context Drilldown,63,114,EVIDENCE,HIGH,NO,833CCFDD6E99AB77BB00FDF184A2E8238C1CEF95
LS-WS-0091,C09,audit/WS_C09_OPERATOR_VALIDATION_COMMANDS.md,5,OOS Guard,115,128,EVIDENCE,HIGH,NO,AE3B33653C4A90ED5F91A9F402F712D914D5752D
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,71,CONTEXT,CONTEXT,NO,C8CDCC2591815B8E79E8C0EFE2735119A7A0A538
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,1,Focused PHPUnit C100,72,77,EVIDENCE,HIGH,NO,91EB64CE16E78C7F18B458E95E82E66BFD048251
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,2,Full Watchlist PHPUnit,78,83,EVIDENCE,HIGH,NO,463D4E518235051DA2354410C08A70DEE164079F
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,3,Positive Runtime C100,84,105,EVIDENCE,HIGH,NO,2EEA4B64E1A40808073880F1BA5F86F08AC80B91
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,4,Artifact Inspection,106,152,EVIDENCE,HIGH,NO,F946BF777E725649406D7BFFF6D26E87DC5C9E73
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,5,C100 File SHA1,153,158,EVIDENCE,HIGH,NO,04D962F17E16F24545F905A9C42F71714F36E82B
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,6,Negative Approval Test - Without Operator Approval,159,178,EVIDENCE,MEDIUM,NO,A6840D16D2ECE7189377FDC22CB7D80CCAF0A65C
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,7,Negative Approval Test - Without Approval Reference,179,198,EVIDENCE,MEDIUM,NO,F5C4C1874712C680A733C53AB52E1A1599FD6E92
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,8,Cleanup Negative Temporary Artifacts,199,216,EVIDENCE,HIGH,NO,24FB5B90091FC7322EF6C587C78A3E1843B9A936
LS-WS-0092,C100,audit/WS_C100_OPERATOR_VALIDATION_COMMANDS.md,9,Final Operator Evidence - 2026-06-28,217,238,EVIDENCE,HIGH,NO,EAADFD076BDB2CF2656250BD91EF96CF6F748292
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,0,(preamble/title),1,11,CONTEXT,CONTEXT,NO,16F7C5B86FD2EB0D1496C00EA7CF62302F7FE2A5
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,1,Locked Source,12,33,EVIDENCE,HIGH,NO,A5FF9F34F27453E11032B814721FB9C44E94506D
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,2,Scope Guard,34,61,EVIDENCE,HIGH,NO,BBD1F007CCC8C8551B9B7F27ACE75BD2164B3CE7
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,3,Non-Live Runtime Guard,62,99,EVIDENCE,HIGH,NO,ACAD228A2ADA5B73BE11EA71BF68F1F29DEBF1A2
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,4,Temporary Negative Artifact Guard,100,118,EVIDENCE,HIGH,NO,53C507C4C4382B6006892EFA4D0A551AF920FC2A
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,5,Non-Live Rehearsal Result Review Manifest,119,129,EVIDENCE,HIGH,NO,D51267338BF76F59913CE831DE5657800CFB42C2
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,6,Progress And Next Target,130,139,EVIDENCE,HIGH,NO,48FF4F2388FA411DF8AAFA4D28CD66085C48D316
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,7,Runtime Artifact,140,159,EVIDENCE,HIGH,NO,594711C6BFB299470B5BCC891D3D74C4C738ED16
LS-WS-0093,C100,audit/WS_C100_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_RESULT_REVIEW.md,8,C100 Final Operator Evidence Append - 2026-06-28,160,216,EVIDENCE,HIGH,NO,0915856D8F042EAC7ADB57BDE66758E39EF9981D
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,74,CONTEXT,CONTEXT,NO,3C5DEFA9C544F6558B769CE846E22F57D0301AE0
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,1,Focused PHPUnit C101,75,80,EVIDENCE,HIGH,NO,56B5451869C12C69F29D7F6AA915102069F9AEF2
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,2,Full Watchlist PHPUnit,81,86,EVIDENCE,HIGH,NO,463D4E518235051DA2354410C08A70DEE164079F
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,3,Positive Runtime C101,87,108,EVIDENCE,HIGH,NO,5DB927C75E5422856E57804C95ABB742FAE0FD0A
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,4,Artifact Inspection,109,159,EVIDENCE,HIGH,NO,E5A9F9A90312881DA3C2DFEEDF8BAAF7F2E86BEF
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,5,C101 File SHA1,160,165,EVIDENCE,HIGH,NO,4039FFB47B16575D941D033CAF0092B5D206FC84
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,6,Negative Approval Test - Without Operator Approval,166,185,EVIDENCE,MEDIUM,NO,082575A0153F38C12700958089D7A1602CAFEA98
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,7,Negative Approval Test - Without Approval Reference,186,205,EVIDENCE,MEDIUM,NO,A318F16D358498F9537BDE62581D6C44A76B6E0C
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,8,Cleanup Negative Temporary Artifacts,206,223,EVIDENCE,HIGH,NO,666F41EFF88064F11B52727D78CDEB5D55EB842E
LS-WS-0094,C101,audit/WS_C101_OPERATOR_VALIDATION_COMMANDS.md,9,Final Operator Evidence - 2026-06-28,224,247,EVIDENCE,HIGH,NO,A6E8D4F082385AA678928028A16C281EEC7070B4
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,0,(preamble/title),1,11,CONTEXT,CONTEXT,NO,02A597FC8CF018C7677BFC97641F6C466DC01A82
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,1,Locked Source,12,34,DECISION,HIGH,NO,9672D01DED4AD681E146C11BDF65EBF626976413
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,2,Scope Guard,35,62,DECISION,MEDIUM,NO,E98CC24CD4FDD95470883543C94AB77A0433AA5A
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,3,Non-Live Runtime Guard,63,102,DECISION,HIGH,NO,E2A79F348DCE228E6B3AD5DFD70952C03FEC72B8
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,4,Temporary Negative Artifact Guard,103,121,EVIDENCE,MEDIUM,NO,03F3B244E1FB8E002D25CFE5B708024B1B551CD5
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,5,Non-Live Operator Go/No-Go Manifest,122,133,DECISION,HIGH,NO,615A2C8E20051287EFA76C0521D237EF6E18A84F
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,6,Progress And Next Target,134,143,DECISION,HIGH,NO,52B5B9E52674A2B0F7D963F00BC3B5606BCB5046
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,7,Runtime Artifact,144,163,DECISION,HIGH,NO,B6847FFECE264F2BE04E2ADB2DD06C3B135C7A06
LS-WS-0095,C101,audit/WS_C101_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_OPERATOR_GO_NO_GO_REVIEW.md,8,C101 Final Operator Evidence Append - 2026-06-28,164,224,EVIDENCE,HIGH,NO,E6B5C58A62C9827CFB89D8A7C6FC5E3A26A9EE9B
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,75,CONTEXT,CONTEXT,NO,879A07EA64ACBB9D3C49D5A81C10490452DBF6B6
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,1,Focused PHPUnit C102,76,81,EVIDENCE,HIGH,NO,C459DA6F06C9541100F422AB346E137713FAD89B
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,2,Full Watchlist PHPUnit,82,87,EVIDENCE,HIGH,NO,463D4E518235051DA2354410C08A70DEE164079F
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,3,Positive Runtime C102,88,109,EVIDENCE,HIGH,NO,1692E956ADA4C77A14ED0559646A01642ACB4C86
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,4,Artifact Inspection,110,167,EVIDENCE,HIGH,NO,280580183E9B76382BE98577F54383013441532A
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,5,C102 File SHA1,168,173,EVIDENCE,HIGH,NO,7B7B79522305238C0A8AE3DE6B05B296AC9148BA
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,6,Negative Approval Test - Without Operator Approval,174,193,EVIDENCE,MEDIUM,NO,94BBC87C12FEA90DF685F65D0EE45998551E8BF7
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,7,Negative Approval Test - Without Approval Reference,194,213,EVIDENCE,MEDIUM,NO,975FD8DC09BF5974E944DD5CA9A40CD5F8944933
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,8,Cleanup Negative Temporary Artifacts,214,231,EVIDENCE,HIGH,NO,4B98F175113909086A56F54535C14C7D6153C281
LS-WS-0096,C102,audit/WS_C102_OPERATOR_VALIDATION_COMMANDS.md,9,Final Operator Evidence - 2026-06-29,232,257,EVIDENCE,HIGH,NO,50875B038138A0FDA0861EE23D1F9C24AAAA6A1C
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,0,(preamble/title),1,11,CONTEXT,CONTEXT,NO,61913DC30BBAE6CACB579916BEE9D7FF61486063
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,1,Locked Source,12,34,DECISION,HIGH,NO,F9012F9A5DAFB75A3C0857512B228184112B322A
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,2,Scope Guard,35,62,DECISION,MEDIUM,NO,099DB6B984584DDA0F1BE840370D2507C08343A1
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,3,Non-Live Runtime Guard,63,104,DECISION,HIGH,NO,2BFE606F9FACFEC4DDEE449572041CE81CB2D6F6
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,4,Temporary Negative Artifact Guard,105,123,EVIDENCE,MEDIUM,NO,3030911F577344F03093EC42FC9056BE0CB5771F
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,5,Non-Live GO Decision Finalization Manifest,124,135,DECISION,HIGH,NO,5DC0AA845B2D9189FD5BF2C1C6A73B66B18682E7
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,6,Progress And Next Target,136,145,DECISION,HIGH,NO,2639C969643A57AECE3610E34D52993FBB9EDC6A
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,7,Runtime Artifact,146,165,DECISION,MEDIUM,NO,6C232F00D09EDE297771CF464F2EE43DC2E7FE80
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,8,C102 Initial Implementation Evidence Append - 2026-06-29,166,183,EVIDENCE,HIGH,NO,750674980C4185299BBDAD2AC9AEBABA98914CB8
LS-WS-0097,C102,audit/WS_C102_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_GO_DECISION_FINALIZATION_REVIEW.md,9,C102 Final Operator Evidence Append - 2026-06-29,184,249,EVIDENCE,HIGH,NO,9465F178700A8E491FD10273F6D2DCCE66C2F5A3
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,0,(preamble/title),1,77,CONTEXT,CONTEXT,NO,00702EBA4A89BDE712F6AD06AEBEB87174062144
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,1,Focused PHPUnit C103,78,83,EVIDENCE,HIGH,NO,A1D133B837E7E605BFF2796EFDAFC71EEFC57C57
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,2,Full Watchlist PHPUnit,84,89,EVIDENCE,HIGH,NO,463D4E518235051DA2354410C08A70DEE164079F
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,3,Positive Runtime C103,90,111,EVIDENCE,HIGH,NO,177A3B556CD8E7ACB8DEBEB60F9F4F96A4BDA8F5
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,4,Artifact Inspection,112,170,EVIDENCE,HIGH,NO,FEDEDB5E4C585F6AAE41ED5E20B4058B97A37E21
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,5,C103 File SHA1,171,176,EVIDENCE,HIGH,NO,D2ABC68B66B3972272C45235F95D831C5756E449
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,6,Negative Approval Test - Without Operator Approval,177,196,EVIDENCE,MEDIUM,NO,BA2F2E6819A28D2E9274811C22BDE01C67FED5F3
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,7,Negative Approval Test - Without Approval Reference,197,216,EVIDENCE,MEDIUM,NO,4897BD83ECD1FDC09EC5D472383BFEE2B30CA19F
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,8,Cleanup Negative Temporary Artifacts,217,234,EVIDENCE,HIGH,NO,EAF43064DA29FE7F95E2337FD624AAE7A84B97C2
LS-WS-0098,C103,audit/WS_C103_OPERATOR_VALIDATION_COMMANDS.md,9,Final Operator Evidence - 2026-06-30,235,259,EVIDENCE,HIGH,NO,B0F34B7C7EB58CB3B89759361C9F349E83FED332
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,0,(preamble/title),1,11,CONTEXT,CONTEXT,NO,D4B1976394E00B6516743866E5CE248BC5880206
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,1,Locked Source,12,34,DECISION,HIGH,NO,C9C6940A005121E03BC16B63794D4E41213A2DD5
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,2,Scope Guard,35,62,EVIDENCE,HIGH,NO,432BEFE2CD05AD24A965A91F1BA39BA5B0102802
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,3,Non-Live Runtime Guard,63,106,DECISION,HIGH,NO,4E14A1B5B8D9FD29762A9E19B3D65A2E56A46835
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,4,Temporary Negative Artifact Guard,107,125,EVIDENCE,HIGH,NO,927DBCFA2054F5D637534BF5A0859B2592FAA9E8
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,5,Non-Live Completion Boundary Manifest,126,137,DECISION,HIGH,NO,994044D44668F1D05EF9F64DB9E8D016D055ECF1
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,6,Progress And Next Target,138,147,DECISION,MEDIUM,NO,E65A1360F984D253026869F6B5D3BA9B55E2170E
LS-WS-0099,C103,audit/WS_C103_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_COMPLETION_BOUNDARY_REVIEW.md,7,Runtime Artifact,148,167,EVIDENCE,MEDIUM,NO,1BFA4FD824ED26FBCD0C1EB51EFCA0A93F8256B6
