document_id,document_path,document_role,legacy_source_id,strategy_authority_id
MD-DOC-00233,development/implementation/tests/specs/Test_Implementation_Guidance_LOCKED.md,IMPLEMENTATION_TEST,LS-MD-0255,
MD-DOC-00234,development/research/README.md,NAVIGATION,,
MD-DOC-00235,records/README.md,NAVIGATION,,
MD-DOC-00236,records/WORK_RECORD_REGISTRY.csv,REGISTRY,,
MD-DOC-00237,records/WORK_RELATIONSHIP_REGISTRY.csv,REGISTRY,,
MD-DOC-00238,records/decisions/D-MD-20260820-01_ARCHITECTURE_AND_REBASELINE_ADOPTION.md,DECISION,,
MD-DOC-00339,records/decisions/D-MD-20260820-02_LEGACY_COMPOSITE_NORMALIZATION_ADOPTION.md,DECISION,,
MD-DOC-00239,records/decisions/README.md,NAVIGATION,,
MD-DOC-00340,records/decisions/legacy/LX-MD-0003-DEC-01_AUDIT_DOCS_SYNCHRONIZATION_INVENTORY.md,DECISION,LS-MD-0003,
MD-DOC-00341,records/decisions/legacy/LX-MD-0004-DEC-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,DECISION,LS-MD-0004,
MD-DOC-00342,records/decisions/legacy/LX-MD-0019-DEC-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,DECISION,LS-MD-0019,
MD-DOC-00343,records/decisions/legacy/LX-MD-0019-DEC-02_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,DECISION,LS-MD-0019,
MD-DOC-00344,records/decisions/legacy/LX-MD-0020-DEC-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,DECISION,LS-MD-0020,
MD-DOC-00345,records/decisions/legacy/LX-MD-0022-DEC-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,DECISION,LS-MD-0022,
MD-DOC-00346,records/decisions/legacy/LX-MD-0022-DEC-02_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,DECISION,LS-MD-0022,
MD-DOC-00347,records/decisions/legacy/LX-MD-0022-DEC-03_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,DECISION,LS-MD-0022,
MD-DOC-00348,records/decisions/legacy/LX-MD-0024-DEC-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,DECISION,LS-MD-0024,
MD-DOC-00349,records/decisions/legacy/LX-MD-0027-DEC-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,DECISION,LS-MD-0027,
MD-DOC-00350,records/decisions/legacy/LX-MD-0027-DEC-02_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,DECISION,LS-MD-0027,
MD-DOC-00351,records/decisions/legacy/LX-MD-0030-DEC-01_LUMEN_CONTRACT_TRACKER.md,DECISION,LS-MD-0030,
MD-DOC-00352,records/decisions/legacy/LX-MD-0031-DEC-01_LUMEN_IMPLEMENTATION_STATUS.md,DECISION,LS-MD-0031,
MD-DOC-00353,records/decisions/legacy/LX-MD-0032-DEC-01_MARKET_BENCHMARK_INDICATOR_EXTENSION_INVENTORY.md,DECISION,LS-MD-0032,
MD-DOC-00354,records/decisions/legacy/LX-MD-0033-DEC-01_MARKET_DATA_CONSUMER_READ_MODEL_INVENTORY.md,DECISION,LS-MD-0033,
MD-DOC-00355,records/decisions/legacy/LX-MD-0033-DEC-02_MARKET_DATA_CONSUMER_READ_MODEL_INVENTORY.md,DECISION,LS-MD-0033,
MD-DOC-00356,records/decisions/legacy/LX-MD-0034-DEC-01_MARKET_DATA_IMPLEMENTATION_LEDGER.md,DECISION,LS-MD-0034,
MD-DOC-00357,records/decisions/legacy/LX-MD-0035-DEC-01_MARKET_DATA_PRODUCTION_PROOF_PACK.md,DECISION,LS-MD-0035,
MD-DOC-00358,records/decisions/legacy/LX-MD-0036-DEC-01_OPERATIONAL_READINESS_INVENTORY.md,DECISION,LS-MD-0036,
MD-DOC-00359,records/decisions/legacy/LX-MD-0037-DEC-01_OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,DECISION,LS-MD-0037,
MD-DOC-00360,records/decisions/legacy/LX-MD-0038-DEC-01_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,DECISION,LS-MD-0038,
MD-DOC-00361,records/decisions/legacy/LX-MD-0038-DEC-02_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,DECISION,LS-MD-0038,
MD-DOC-00362,records/decisions/legacy/LX-MD-0039-DEC-01_PRODUCTION_VALIDATION_INVENTORY.md,DECISION,LS-MD-0039,
MD-DOC-00363,records/decisions/legacy/LX-MD-0042-DEC-01_REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,DECISION,LS-MD-0042,
MD-DOC-00364,records/decisions/legacy/LX-MD-0044-DEC-01_AUDIT_FINAL_STATE.md,DECISION,LS-MD-0044,
MD-DOC-00365,records/decisions/legacy/LX-MD-0053-DEC-01_WEEKLY_SWING_PRIORITY1_INDICATOR_EXTENSION_INVEN.md,DECISION,LS-MD-0053,
MD-DOC-00366,records/decisions/legacy/LX-MD-0053-DEC-02_WEEKLY_SWING_PRIORITY1_INDICATOR_EXTENSION_INVEN.md,DECISION,LS-MD-0053,
MD-DOC-00367,records/decisions/legacy/LX-MD-0201-DEC-01_OPS_ENVIRONMENT_BASELINE.md,DECISION,LS-MD-0201,
MD-DOC-00368,records/decisions/legacy/LX-MD-0212-DEC-01_TRADING_STATUS_SEMANTICS_LONG_SUSPENSION_CLOSURE.md,DECISION,LS-MD-0212,
MD-DOC-00369,records/decisions/legacy/LX-MD-0212-DEC-02_TRADING_STATUS_SEMANTICS_LONG_SUSPENSION_CLOSURE.md,DECISION,LS-MD-0212,
MD-DOC-00370,records/decisions/legacy/LX-MD-0213-DEC-01_TRADING_STATUS_SOURCE_MODEL_SIMPLIFICATION_2026_.md,DECISION,LS-MD-0213,
MD-DOC-00371,records/decisions/legacy/LX-MD-0239-DEC-01_Behavioral_Test_Coverage_Inventory.md,DECISION,LS-MD-0239,
MD-DOC-00372,records/decisions/legacy/LX-MD-0243-DEC-01_Db_Integrity_Constraint_Inventory.md,DECISION,LS-MD-0243,
MD-DOC-00373,records/decisions/legacy/LX-MD-0252-DEC-01_PHPUNIT_TEST_MATRIX.md,DECISION,LS-MD-0252,
MD-DOC-00240,records/evidence/E-MD-20260820-01_ARCHITECTURE_VALIDATION.json,EVIDENCE,,
MD-DOC-00241,records/evidence/MARKET_DATA_ARCHITECTURE_NORMALIZATION_REPORT.md,EVIDENCE,,
MD-DOC-00374,records/evidence/MARKET_DATA_LEGACY_FULL_SEMANTIC_AUDIT_REPORT.md,EVIDENCE,,
MD-DOC-00242,records/evidence/MD_DOCUMENTATION_INTEGRITY_GATE_LATEST.json,EVIDENCE,,
MD-DOC-00243,records/evidence/MD_RELATIONSHIP_INTEGRITY_GATE_LATEST.json,EVIDENCE,,
MD-DOC-00244,records/evidence/README.md,NAVIGATION,,
MD-DOC-00245,records/evidence/legacy/corporate_actions/stage_6_ksei_stock_split_terms_v1.json,EVIDENCE,LS-MD-0133,
MD-DOC-00246,records/evidence/legacy/corrections/correction_9001/correction_diff.json,EVIDENCE,LS-MD-0134,
MD-DOC-00247,records/evidence/legacy/corrections/correction_9001/correction_request.json,EVIDENCE,LS-MD-0135,
MD-DOC-00248,records/evidence/legacy/corrections/correction_9001/evidence_admission.json,EVIDENCE,LS-MD-0136,
MD-DOC-00249,records/evidence/legacy/corrections/correction_9001/new_publication_manifest.json,EVIDENCE,LS-MD-0137,
MD-DOC-00250,records/evidence/legacy/corrections/correction_9001/prior_publication_manifest.json,EVIDENCE,LS-MD-0138,
MD-DOC-00251,records/evidence/legacy/corrections/correction_9001/publication_switch_result.json,EVIDENCE,LS-MD-0139,
MD-DOC-00252,records/evidence/legacy/market_structure/stage_7_idx_regular_market_structure_v1.json,EVIDENCE,LS-MD-0140,
MD-DOC-00253,records/evidence/legacy/replays/replay_3001/evidence_admission.json,EVIDENCE,LS-MD-0142,
MD-DOC-00254,records/evidence/legacy/replays/replay_3001/replay_reason_code_counts.json,EVIDENCE,LS-MD-0143,
MD-DOC-00255,records/evidence/legacy/replays/replay_3001/replay_result.json,EVIDENCE,LS-MD-0144,
MD-DOC-00256,records/evidence/legacy/runs/run_8124/anomaly_report.md,EVIDENCE,LS-MD-0145,
MD-DOC-00257,records/evidence/legacy/runs/run_8124/eligibility_export.csv,EVIDENCE,LS-MD-0146,
MD-DOC-00258,records/evidence/legacy/runs/run_8124/evidence_admission.json,EVIDENCE,LS-MD-0147,
MD-DOC-00259,records/evidence/legacy/runs/run_8124/publication_manifest.json,EVIDENCE,LS-MD-0148,
MD-DOC-00260,records/evidence/legacy/runs/run_8124/run_event_summary.json,EVIDENCE,LS-MD-0149,
MD-DOC-00261,records/evidence/legacy/runs/run_8124/run_summary.json,EVIDENCE,LS-MD-0150,
MD-DOC-00262,records/evidence/legacy/runs/run_8131_requested_date_failed/blocked_reason_code_counts.json,EVIDENCE,LS-MD-0151,
MD-DOC-00263,records/evidence/legacy/runs/run_8131_requested_date_failed/evidence_admission.json,EVIDENCE,LS-MD-0152,
MD-DOC-00264,records/evidence/legacy/runs/run_8131_requested_date_failed/failure_report.md,EVIDENCE,LS-MD-0153,
MD-DOC-00265,records/evidence/legacy/runs/run_8131_requested_date_failed/run_event_summary.json,EVIDENCE,LS-MD-0154,
MD-DOC-00266,records/evidence/legacy/runs/run_8131_requested_date_failed/run_summary.json,EVIDENCE,LS-MD-0155,
MD-DOC-00375,records/evidence/legacy/semantic/LX-MD-0003-EVD-01_AUDIT_DOCS_SYNCHRONIZATION_INVENTORY.md,EVIDENCE,LS-MD-0003,
MD-DOC-00376,records/evidence/legacy/semantic/LX-MD-0003-EVD-02_AUDIT_DOCS_SYNCHRONIZATION_INVENTORY.md,EVIDENCE,LS-MD-0003,
MD-DOC-00377,records/evidence/legacy/semantic/LX-MD-0003-EVD-03_AUDIT_DOCS_SYNCHRONIZATION_INVENTORY.md,EVIDENCE,LS-MD-0003,
MD-DOC-00378,records/evidence/legacy/semantic/LX-MD-0004-EVD-01_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,EVIDENCE,LS-MD-0004,
MD-DOC-00379,records/evidence/legacy/semantic/LX-MD-0004-EVD-02_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,EVIDENCE,LS-MD-0004,
MD-DOC-00380,records/evidence/legacy/semantic/LX-MD-0004-EVD-03_AUDIT_DOCS_SYNCHRONIZATION_POST_SESSION_1_8_INVE.md,EVIDENCE,LS-MD-0004,
MD-DOC-00381,records/evidence/legacy/semantic/LX-MD-0019-EVD-01_CONFIG_ENV_GOVERNANCE_CLEANUP_INVENTORY.md,EVIDENCE,LS-MD-0019,
MD-DOC-00382,records/evidence/legacy/semantic/LX-MD-0020-EVD-01_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,EVIDENCE,LS-MD-0020,
MD-DOC-00383,records/evidence/legacy/semantic/LX-MD-0020-EVD-02_CORRECTION_LIFECYCLE_HARDENING_INVENTORY.md,EVIDENCE,LS-MD-0020,
MD-DOC-00384,records/evidence/legacy/semantic/LX-MD-0022-EVD-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,EVIDENCE,LS-MD-0022,
MD-DOC-00385,records/evidence/legacy/semantic/LX-MD-0023-EVD-01_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,EVIDENCE,LS-MD-0023,
MD-DOC-00386,records/evidence/legacy/semantic/LX-MD-0024-EVD-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0024,
MD-DOC-00387,records/evidence/legacy/semantic/LX-MD-0024-EVD-02_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0024,
MD-DOC-00388,records/evidence/legacy/semantic/LX-MD-0024-EVD-03_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0024,
MD-DOC-00389,records/evidence/legacy/semantic/LX-MD-0025-EVD-01_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,EVIDENCE,LS-MD-0025,
MD-DOC-00390,records/evidence/legacy/semantic/LX-MD-0025-EVD-02_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,EVIDENCE,LS-MD-0025,
MD-DOC-00391,records/evidence/legacy/semantic/LX-MD-0025-EVD-03_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,EVIDENCE,LS-MD-0025,
MD-DOC-00392,records/evidence/legacy/semantic/LX-MD-0026-EVD-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,EVIDENCE,LS-MD-0026,
MD-DOC-00393,records/evidence/legacy/semantic/LX-MD-0027-EVD-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,EVIDENCE,LS-MD-0027,
MD-DOC-00394,records/evidence/legacy/semantic/LX-MD-0027-EVD-02_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,EVIDENCE,LS-MD-0027,
MD-DOC-00395,records/evidence/legacy/semantic/LX-MD-0027-EVD-03_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,EVIDENCE,LS-MD-0027,
MD-DOC-00396,records/evidence/legacy/semantic/LX-MD-0027-EVD-04_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,EVIDENCE,LS-MD-0027,
MD-DOC-00397,records/evidence/legacy/semantic/LX-MD-0028-EVD-01_HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,EVIDENCE,LS-MD-0028,
MD-DOC-00398,records/evidence/legacy/semantic/LX-MD-0030-EVD-01_LUMEN_CONTRACT_TRACKER.md,EVIDENCE,LS-MD-0030,
MD-DOC-00399,records/evidence/legacy/semantic/LX-MD-0030-EVD-02_LUMEN_CONTRACT_TRACKER.md,EVIDENCE,LS-MD-0030,
MD-DOC-00400,records/evidence/legacy/semantic/LX-MD-0030-EVD-03_LUMEN_CONTRACT_TRACKER.md,EVIDENCE,LS-MD-0030,
MD-DOC-00401,records/evidence/legacy/semantic/LX-MD-0030-EVD-04_LUMEN_CONTRACT_TRACKER.md,EVIDENCE,LS-MD-0030,
MD-DOC-00402,records/evidence/legacy/semantic/LX-MD-0030-EVD-05_LUMEN_CONTRACT_TRACKER.md,EVIDENCE,LS-MD-0030,
MD-DOC-00403,records/evidence/legacy/semantic/LX-MD-0030-EVD-06_LUMEN_CONTRACT_TRACKER.md,EVIDENCE,LS-MD-0030,
MD-DOC-00404,records/evidence/legacy/semantic/LX-MD-0031-EVD-01_LUMEN_IMPLEMENTATION_STATUS.md,EVIDENCE,LS-MD-0031,
MD-DOC-00405,records/evidence/legacy/semantic/LX-MD-0031-EVD-02_LUMEN_IMPLEMENTATION_STATUS.md,EVIDENCE,LS-MD-0031,
MD-DOC-00406,records/evidence/legacy/semantic/LX-MD-0031-EVD-03_LUMEN_IMPLEMENTATION_STATUS.md,EVIDENCE,LS-MD-0031,
MD-DOC-00407,records/evidence/legacy/semantic/LX-MD-0031-EVD-04_LUMEN_IMPLEMENTATION_STATUS.md,EVIDENCE,LS-MD-0031,
MD-DOC-00408,records/evidence/legacy/semantic/LX-MD-0031-EVD-05_LUMEN_IMPLEMENTATION_STATUS.md,EVIDENCE,LS-MD-0031,
MD-DOC-00409,records/evidence/legacy/semantic/LX-MD-0031-EVD-06_LUMEN_IMPLEMENTATION_STATUS.md,EVIDENCE,LS-MD-0031,
MD-DOC-00410,records/evidence/legacy/semantic/LX-MD-0032-EVD-01_MARKET_BENCHMARK_INDICATOR_EXTENSION_INVENTORY.md,EVIDENCE,LS-MD-0032,
MD-DOC-00411,records/evidence/legacy/semantic/LX-MD-0032-EVD-02_MARKET_BENCHMARK_INDICATOR_EXTENSION_INVENTORY.md,EVIDENCE,LS-MD-0032,
MD-DOC-00412,records/evidence/legacy/semantic/LX-MD-0032-EVD-03_MARKET_BENCHMARK_INDICATOR_EXTENSION_INVENTORY.md,EVIDENCE,LS-MD-0032,
MD-DOC-00413,records/evidence/legacy/semantic/LX-MD-0033-EVD-01_MARKET_DATA_CONSUMER_READ_MODEL_INVENTORY.md,EVIDENCE,LS-MD-0033,
MD-DOC-00414,records/evidence/legacy/semantic/LX-MD-0034-EVD-01_MARKET_DATA_IMPLEMENTATION_LEDGER.md,EVIDENCE,LS-MD-0034,
MD-DOC-00415,records/evidence/legacy/semantic/LX-MD-0034-EVD-02_MARKET_DATA_IMPLEMENTATION_LEDGER.md,EVIDENCE,LS-MD-0034,
MD-DOC-00416,records/evidence/legacy/semantic/LX-MD-0035-EVD-01_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00417,records/evidence/legacy/semantic/LX-MD-0035-EVD-02_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00418,records/evidence/legacy/semantic/LX-MD-0035-EVD-03_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00419,records/evidence/legacy/semantic/LX-MD-0035-EVD-04_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00420,records/evidence/legacy/semantic/LX-MD-0035-EVD-05_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00421,records/evidence/legacy/semantic/LX-MD-0035-EVD-06_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00422,records/evidence/legacy/semantic/LX-MD-0035-EVD-07_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00423,records/evidence/legacy/semantic/LX-MD-0035-EVD-08_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00424,records/evidence/legacy/semantic/LX-MD-0035-EVD-09_MARKET_DATA_PRODUCTION_PROOF_PACK.md,EVIDENCE,LS-MD-0035,
MD-DOC-00425,records/evidence/legacy/semantic/LX-MD-0036-EVD-01_OPERATIONAL_READINESS_INVENTORY.md,EVIDENCE,LS-MD-0036,
MD-DOC-00426,records/evidence/legacy/semantic/LX-MD-0037-EVD-01_OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,EVIDENCE,LS-MD-0037,
MD-DOC-00427,records/evidence/legacy/semantic/LX-MD-0037-EVD-02_OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,EVIDENCE,LS-MD-0037,
MD-DOC-00428,records/evidence/legacy/semantic/LX-MD-0037-EVD-03_OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,EVIDENCE,LS-MD-0037,
MD-DOC-00429,records/evidence/legacy/semantic/LX-MD-0037-EVD-04_OPS_COMMAND_SURFACE_RUNTIME_MATRIX_INVENTORY.md,EVIDENCE,LS-MD-0037,
MD-DOC-00430,records/evidence/legacy/semantic/LX-MD-0038-EVD-01_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,EVIDENCE,LS-MD-0038,
MD-DOC-00431,records/evidence/legacy/semantic/LX-MD-0038-EVD-02_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,EVIDENCE,LS-MD-0038,
MD-DOC-00432,records/evidence/legacy/semantic/LX-MD-0038-EVD-03_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,EVIDENCE,LS-MD-0038,
MD-DOC-00433,records/evidence/legacy/semantic/LX-MD-0038-EVD-04_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,EVIDENCE,LS-MD-0038,
MD-DOC-00434,records/evidence/legacy/semantic/LX-MD-0038-EVD-05_OPS_ENVIRONMENT_BASELINE_INVENTORY.md,EVIDENCE,LS-MD-0038,
MD-DOC-00435,records/evidence/legacy/semantic/LX-MD-0039-EVD-01_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00436,records/evidence/legacy/semantic/LX-MD-0039-EVD-02_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00437,records/evidence/legacy/semantic/LX-MD-0039-EVD-03_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00438,records/evidence/legacy/semantic/LX-MD-0039-EVD-04_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00439,records/evidence/legacy/semantic/LX-MD-0039-EVD-05_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00440,records/evidence/legacy/semantic/LX-MD-0039-EVD-06_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00441,records/evidence/legacy/semantic/LX-MD-0039-EVD-07_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00442,records/evidence/legacy/semantic/LX-MD-0039-EVD-08_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00443,records/evidence/legacy/semantic/LX-MD-0039-EVD-09_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00444,records/evidence/legacy/semantic/LX-MD-0039-EVD-10_PRODUCTION_VALIDATION_INVENTORY.md,EVIDENCE,LS-MD-0039,
MD-DOC-00445,records/evidence/legacy/semantic/LX-MD-0040-EVD-01_READ_SIDE_CONSUMER_SURFACE_FINAL_SWEEP_INVENTORY.md,EVIDENCE,LS-MD-0040,
MD-DOC-00446,records/evidence/legacy/semantic/LX-MD-0040-EVD-02_READ_SIDE_CONSUMER_SURFACE_FINAL_SWEEP_INVENTORY.md,EVIDENCE,LS-MD-0040,
MD-DOC-00447,records/evidence/legacy/semantic/LX-MD-0042-EVD-01_REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0042,
MD-DOC-00448,records/evidence/legacy/semantic/LX-MD-0042-EVD-02_REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0042,
MD-DOC-00449,records/evidence/legacy/semantic/LX-MD-0042-EVD-03_REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0042,
MD-DOC-00450,records/evidence/legacy/semantic/LX-MD-0042-EVD-04_REPLAY_DETERMINISM_RUNTIME_PROOF_INVENTORY.md,EVIDENCE,LS-MD-0042,
MD-DOC-00451,records/evidence/legacy/semantic/LX-MD-0043-EVD-01_REPLAY_HISTORICAL_DETERMINISM_HARDENING_INVENTOR.md,EVIDENCE,LS-MD-0043,
MD-DOC-00452,records/evidence/legacy/semantic/LX-MD-0043-EVD-02_REPLAY_HISTORICAL_DETERMINISM_HARDENING_INVENTOR.md,EVIDENCE,LS-MD-0043,
MD-DOC-00453,records/evidence/legacy/semantic/LX-MD-0044-EVD-01_AUDIT_FINAL_STATE.md,EVIDENCE,LS-MD-0044,
MD-DOC-00454,records/evidence/legacy/semantic/LX-MD-0045-EVD-01_ORDERS_01_04_IMPLEMENTATION_EVIDENCE_2026_08_03.md,EVIDENCE,LS-MD-0045,
MD-DOC-00455,records/evidence/legacy/semantic/LX-MD-0045-EVD-02_ORDERS_01_04_IMPLEMENTATION_EVIDENCE_2026_08_03.md,EVIDENCE,LS-MD-0045,
MD-DOC-00456,records/evidence/legacy/semantic/LX-MD-0047-EVD-01_SECTOR_IDXIC_AUTHORITY_RECONCILIATION_INVENTORY.md,EVIDENCE,LS-MD-0047,
MD-DOC-00457,records/evidence/legacy/semantic/LX-MD-0053-EVD-01_WEEKLY_SWING_PRIORITY1_INDICATOR_EXTENSION_INVEN.md,EVIDENCE,LS-MD-0053,
MD-DOC-00458,records/evidence/legacy/semantic/LX-MD-0174-EVD-01_COMMAND_SURFACE_SAFETY_INVENTORY.md,EVIDENCE,LS-MD-0174,
MD-DOC-00459,records/evidence/legacy/semantic/LX-MD-0174-EVD-02_COMMAND_SURFACE_SAFETY_INVENTORY.md,EVIDENCE,LS-MD-0174,
MD-DOC-00460,records/evidence/legacy/semantic/LX-MD-0179-EVD-01_05_BACKFILL.md,EVIDENCE,LS-MD-0179,
MD-DOC-00461,records/evidence/legacy/semantic/LX-MD-0179-EVD-02_05_BACKFILL.md,EVIDENCE,LS-MD-0179,
MD-DOC-00462,records/evidence/legacy/semantic/LX-MD-0201-EVD-01_OPS_ENVIRONMENT_BASELINE.md,EVIDENCE,LS-MD-0201,
MD-DOC-00463,records/evidence/legacy/semantic/LX-MD-0201-EVD-02_OPS_ENVIRONMENT_BASELINE.md,EVIDENCE,LS-MD-0201,
MD-DOC-00464,records/evidence/legacy/semantic/LX-MD-0208-EVD-01_RUN_PUBLICATION_POINTER_LINKAGE_INVENTORY.md,EVIDENCE,LS-MD-0208,
MD-DOC-00465,records/evidence/legacy/semantic/LX-MD-0211-EVD-01_TRADING_STATUS_NON_EXCLUSION_CLEAR_PATCH.md,EVIDENCE,LS-MD-0211,
MD-DOC-00466,records/evidence/legacy/semantic/LX-MD-0212-EVD-01_TRADING_STATUS_SEMANTICS_LONG_SUSPENSION_CLOSURE.md,EVIDENCE,LS-MD-0212,
MD-DOC-00467,records/evidence/legacy/semantic/LX-MD-0239-EVD-01_Behavioral_Test_Coverage_Inventory.md,EVIDENCE,LS-MD-0239,
MD-DOC-00468,records/evidence/legacy/semantic/LX-MD-0239-EVD-02_Behavioral_Test_Coverage_Inventory.md,EVIDENCE,LS-MD-0239,
MD-DOC-00469,records/evidence/legacy/semantic/LX-MD-0241-EVD-01_Contract_Tests_Specification.md,EVIDENCE,LS-MD-0241,
MD-DOC-00470,records/evidence/legacy/semantic/LX-MD-0241-EVD-02_Contract_Tests_Specification.md,EVIDENCE,LS-MD-0241,
MD-DOC-00471,records/evidence/legacy/semantic/LX-MD-0243-EVD-01_Db_Integrity_Constraint_Inventory.md,EVIDENCE,LS-MD-0243,
MD-DOC-00472,records/evidence/legacy/semantic/LX-MD-0246-EVD-01_Golden_Fixture_Catalog_LOCKED.md,EVIDENCE,LS-MD-0246,
MD-DOC-00473,records/evidence/legacy/semantic/LX-MD-0252-EVD-01_PHPUNIT_TEST_MATRIX.md,EVIDENCE,LS-MD-0252,
MD-DOC-00474,records/evidence/legacy/semantic/LX-MD-0252-EVD-02_PHPUNIT_TEST_MATRIX.md,EVIDENCE,LS-MD-0252,
MD-DOC-00267,records/evidence/legacy/tests/correction_failed_reseal_no_switch/evidence_admission.json,EVIDENCE,LS-MD-0156,
MD-DOC-00268,records/evidence/legacy/tests/correction_failed_reseal_no_switch/test_result.json,EVIDENCE,LS-MD-0157,
MD-DOC-00269,records/evidence/legacy/tests/hash_same_content_same_hash/evidence_admission.json,EVIDENCE,LS-MD-0158,
MD-DOC-00270,records/evidence/legacy/tests/hash_same_content_same_hash/test_result.json,EVIDENCE,LS-MD-0159,
MD-DOC-00271,records/evidence/legacy/trading_status/stage_8_idx_long_suspension_2026-06-30_v1.json,EVIDENCE,LS-MD-0160,
MD-DOC-00272,records/history/LEGACY_ARCHITECTURE_MIGRATION_INDEX.csv,REGISTRY,,
MD-DOC-00475,records/history/LEGACY_DOCUMENT_ROLE_AUDIT.csv,HISTORY,,
MD-DOC-00476,records/history/LEGACY_SECTION_ROLE_AUDIT.csv,HISTORY,,
MD-DOC-00273,records/history/LEGACY_SOURCE_INDEX.csv,REGISTRY,,
MD-DOC-00477,records/history/LEGACY_SPLIT_INDEX.csv,HISTORY,,
