legacy_source_id,original_path,original_sha1,current_primary_path,current_role,source_storage_policy,current_verification_effect,notes,semantic_audit_status,split_extract_count,split_index
LS-MD-0071,book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,8CA7FF9C2096326E0D6D2F12D5A62FFFD2ECA63A,authority/strategy/book/Dataset_Seal_and_Freeze_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0072,book/Determinism_Invariants_LOCKED.md,4A2C80642D64993B0E17A7489E6E24A5E1415ADE,authority/strategy/book/Determinism_Invariants_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0073,book/Domain_Boundary_Invariants_LOCKED.md,5637ED5D917635066E8F94C2E7C65C53DAE299F9,authority/strategy/book/Domain_Boundary_Invariants_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0074,book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,8717EB02874AAD084062C9C93D6E3E08AA14B29E,authority/strategy/book/Downstream_Consumer_Read_Model_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0075,book/Downstream_Data_Readiness_Guarantee_LOCKED.md,DBB771D9A74BE99A1D3C3293A39F1B3FB29020DE,authority/strategy/book/Downstream_Data_Readiness_Guarantee_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0078,book/EOD_Bars_Contract.md,19F64F20E9B38E3D45C79E97862B1884157A7B50,authority/strategy/book/EOD_Bars_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0079,book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,9DC7B4144BCB09E0EB0B28F2B41876CDDB227166,authority/strategy/book/EOD_COVERAGE_GATE_CONTRACT_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0080,book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,8569C53CC6EB4F110B76E3043B522ACBDE73B9B7,authority/strategy/book/EOD_Cutoff_and_Finalization_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0081,book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,418920341E7E60F371E46879793441E9607544E2,authority/strategy/book/EOD_Data_Retention_and_History_Rewrite_Policy_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0082,book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,E0AE7FDFCC7E5B04549A65666EC204739B9251FD,authority/strategy/book/EOD_Eligibility_Snapshot_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0083,book/EOD_Indicators_Contract.md,D70186C635CBB9EF4F54ABD4AE0AB725E5F38FDB,authority/strategy/book/EOD_Indicators_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0084,book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,041B584C82FDA614B7862CFFF1E949C7EB987A99,authority/strategy/book/EOD_SOURCE_OPERATIONAL_RESILIENCE_CONTRACT_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0076,book/Effective_Trade_Date_Contract_LOCKED.md,7D3C3EDAEC7CE8D5550F92CE9EA2A8F02C481134,authority/strategy/book/Effective_Trade_Date_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0077,book/Eligibility_Partial_Data_Behavior_LOCKED.md,79067C60B394D1F7493F7790B1CE24E0952205FA,authority/strategy/book/Eligibility_Partial_Data_Behavior_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0085,book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,270FE0D2D095D4FD1A70B750DDDC0F82600A9DFB,authority/strategy/book/Finalize_Lock_And_Pointer_Behavior_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0086,book/Force_Replace_Operator_Control_Policy_LOCKED.md,AEEB8CEE15370DFE9D675C580FA83D8A846A705C,authority/strategy/book/Force_Replace_Operator_Control_Policy_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0087,book/Hash_Number_Formatting_LOCKED.md,EBEB8BC26F5624EE230207CEF89C1E4AC49B256A,authority/strategy/book/Hash_Number_Formatting_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0088,book/Historical_Correction_and_Reseal_Contract_LOCKED.md,3E6C8B81F391A848822415981C9DED121148EE80,authority/strategy/book/Historical_Correction_and_Reseal_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0090,book/INDEX.md,7449D43B52C0652DC2279843BEBD9B1A56ECE3B8,records/history/archive/legacy_control/book/INDEX.md,HISTORY,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0089,book/Import_Promote_Separation_Contract.md,F79FF1A3D106029F9A76793BDB1FFD9E1941FF4A,authority/strategy/book/Import_Promote_Separation_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,authority/strategy/book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,authority/strategy/book/Indicator_Recompute_Source_Scope_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0093,book/Invalid_Bar_Storage_Policy_LOCKED.md,B7EAFDFBF4378902E5BB6B6AA4B0B87AB6C4AAB3,authority/strategy/book/Invalid_Bar_Storage_Policy_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,authority/strategy/book/Manual_File_Publishability_Policy_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,authority/strategy/book/Market_Calendar_Requirements_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,authority/strategy/book/Market_Daily_Metrics_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,records/history/archive/legacy_control/book/Market_Data_Implementation_Command_Protocol_LOCKED.md,HISTORY,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,records/history/archive/legacy_control/book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,HISTORY,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,4C9A34F77420D08222315973E7EE84ADC8080106,records/history/archive/legacy_control/book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,HISTORY,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0100,book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,A11D1140FD155F133F6659B19CD588969DDB1052,authority/strategy/book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0101,book/Publication_Lock_And_Replacement_Policy_LOCKED.md,E5475522309AE686724CBECE33D9E29C1FE5EE2D,authority/strategy/book/Publication_Lock_And_Replacement_Policy_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0102,book/Publication_Manifest_Contract_LOCKED.md,F6F41F6C1B4450AE8248E675EF4A7F383ED88227,authority/strategy/book/Publication_Manifest_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0103,book/Publication_Traceability_Immutability_Lineage_LOCKED.md,CEFF98397CB096EBB3C34C75138DE0830763EF0A,authority/strategy/book/Publication_Traceability_Immutability_Lineage_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0104,book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,C1763EB9910748576EC53F2A0E4F9F1C3A9D48E0,authority/strategy/book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0105,book/Publishability_State_Integrity_Contract_LOCKED.md,6499797446AD0EF829411737A54D43FC3EAB5594,authority/strategy/book/Publishability_State_Integrity_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0106,book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,30A0FDCED846A812D39B7064CA1BFC31995CD6A0,authority/strategy/book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0107,book/Replay_Verification_Contract_LOCKED.md,F46285AD7A15F11D255C34EE93577C77AA8424C0,authority/strategy/book/Replay_Verification_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0108,book/Run_Status_and_Quality_Gates_LOCKED.md,93CDB6BED7C0DC7E593551550C1F22863D5697E9,authority/strategy/book/Run_Status_and_Quality_Gates_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0109,book/Sector_Classification_Contract_LOCKED.md,853D9CE2EFF062041BAB1065C897F5D949E37213,authority/strategy/book/Sector_Classification_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0110,book/Source_Data_Acquisition_Contract_LOCKED.md,C20DDA589CF00B113BC055AD127537DA80347A62,authority/strategy/book/Source_Data_Acquisition_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0111,book/Source_Mapping_Contract_LOCKED.md,44559844825D7E2AB556123C97DD192A32408BB7,authority/strategy/book/Source_Mapping_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0112,book/Symbol_Lifecycle_and_Mapping_Contract.md,5A12D46592E1415401B8BCF707026CBD9C44CA05,authority/strategy/book/Symbol_Lifecycle_and_Mapping_Contract.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0113,book/Terminology_and_Scope.md,A2FD4CCF6D8FEE0A3308D5B188BCA8AA8AE098EE,authority/strategy/book/Terminology_and_Scope.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0114,book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,0B0FA8C60D6547675456838E771894D65FF31B1E,authority/strategy/book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0115,book/Trading_Status_Source_Contract_LOCKED.md,AB4F6A09AE650981626ACD9D352210417FE6B429,authority/strategy/book/Trading_Status_Source_Contract_LOCKED.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0116,book/Yahoo_Finance_Bootstrap_Source_Strategy.md,B0D717413191F6C7585328A724F5C6133BCBFDFA,authority/strategy/book/Yahoo_Finance_Bootstrap_Source_Strategy.md,STRATEGY,MOVED_TO_ROLE_PRIMARY,CURRENT_AUTHORITY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0119,db/DB_FIELDS_AND_METADATA.md,CC6C88F572DB9675B9A81EA5F3E59BFCDE9E1F2F,development/implementation/db/DB_FIELDS_AND_METADATA.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0120,db/DB_Schema_And_Migration_Sync_Contract_LOCKED.md,A9023806E44659DF8A51BFE79968D95DDC2E5241,development/implementation/db/DB_Schema_And_Migration_Sync_Contract_LOCKED.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0117,db/Database_Schema_Contracts_MariaDB.md,AE7623C05C452252B58A0E742F729E64336B1927,development/implementation/db/Database_Schema_Contracts_MariaDB.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0118,db/Database_Schema_MariaDB.sql,EFAC1C8E2438D039BBCC5662389375C661863039,development/implementation/db/Database_Schema_MariaDB.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0121,db/EOD_Current_Publication_Pointer_Table.sql,517A5CBC57D366E5C2121C24E20792E2F7BF0808,development/implementation/db/EOD_Current_Publication_Pointer_Table.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0122,db/EOD_Publications_Table.sql,40BCAD191F98A719E5E7E6099C20610A36F4C527,development/implementation/db/EOD_Publications_Table.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0123,db/Indices_and_Constraints_Contract_LOCKED.md,1D6C0663CD9918E5D5123C7A303CB5063FF5192F,development/implementation/db/Indices_and_Constraints_Contract_LOCKED.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0124,db/MARKET_DATA_DICTIONARY.md,C0513D183E680F5B20F41F654EBA4D46589999AA,development/implementation/db/MARKET_DATA_DICTIONARY.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0125,db/Migration_Policy_LOCKED.md,21CE67A8635AC3697D1F676497FD50DB7806DC1A,development/implementation/db/Migration_Policy_LOCKED.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0127,db/Optional_Fetch_Failures_Table.md,08FC81AED7FD7F8DB166D6CBDC76055E49A06136,development/implementation/db/Optional_Fetch_Failures_Table.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0128,db/Optional_Fetch_Failures_Table.sql,9FC509B3C4769D9D3D8BC5FB6F321ED1FA9FD314,development/implementation/db/Optional_Fetch_Failures_Table.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0129,db/Publication_Current_Pointer_Switch_Procedure_LOCKED.sql,1B83F36970439506F3A0E15FC916D32C5CAC3EE0,development/implementation/db/Publication_Current_Pointer_Switch_Procedure_LOCKED.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0130,db/Publication_Switch_Procedure_LOCKED.sql,0277FD5D907CA8CF94032A3F2F8A25FC88EEEAFB,development/implementation/db/Publication_Switch_Procedure_LOCKED.sql,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0131,db/README.md,47708F02975C4C5F5BF8CA05471CC15DC15014E4,development/implementation/db/README.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0132,db/Schema_Enforcement_Notes_LOCKED.md,2A8D3FBE29C66A935B11DEFA6B7762B350278E6E,development/implementation/db/Schema_Enforcement_Notes_LOCKED.md,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0126,db/migrations/.gitkeep,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,development/implementation/db/migrations/.gitkeep,IMPLEMENTATION_DB,MOVED_TO_ROLE_PRIMARY,NOT_ASSESSED_REVALIDATION_REQUIRED,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0141,evidence/README.md,B860FEE49ADB246B224A794CCB9E4F6D2376BA2B,records/history/archive/evidence/README.md,HISTORY,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0133,evidence/corporate_actions/stage_6_ksei_stock_split_terms_v1.json,257A89B441785BECD9AA5BF43986B29CAD196557,records/evidence/legacy/corporate_actions/stage_6_ksei_stock_split_terms_v1.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0134,evidence/corrections/correction_9001/correction_diff.json,D37FADDA3F2EF6B93FD90CCCF321F79EAE43E861,records/evidence/legacy/corrections/correction_9001/correction_diff.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0135,evidence/corrections/correction_9001/correction_request.json,BE5177E98E327C155BDA9C7DB29C49B5F301F73B,records/evidence/legacy/corrections/correction_9001/correction_request.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0136,evidence/corrections/correction_9001/evidence_admission.json,D52E0FAA441ED43D23BA58F18746EE9F1E30A349,records/evidence/legacy/corrections/correction_9001/evidence_admission.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0137,evidence/corrections/correction_9001/new_publication_manifest.json,247E0F0543B254087C85275DB1F4E6A17CE247F5,records/evidence/legacy/corrections/correction_9001/new_publication_manifest.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0138,evidence/corrections/correction_9001/prior_publication_manifest.json,F98B3F84778047E6715620DE10B04D01B670E27C,records/evidence/legacy/corrections/correction_9001/prior_publication_manifest.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0139,evidence/corrections/correction_9001/publication_switch_result.json,F606E357A8CECD0A2405E7F3881069D4EFB8C46F,records/evidence/legacy/corrections/correction_9001/publication_switch_result.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0140,evidence/market_structure/stage_7_idx_regular_market_structure_v1.json,DABC0F49F07C036EFBA843C83689F0C150F7203E,records/evidence/legacy/market_structure/stage_7_idx_regular_market_structure_v1.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0142,evidence/replays/replay_3001/evidence_admission.json,9229F08A452A5CF09EDB5541745876E81DB7E4F2,records/evidence/legacy/replays/replay_3001/evidence_admission.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0143,evidence/replays/replay_3001/replay_reason_code_counts.json,1DCA531AF0133030D8017BCB5356DCB9B68C73C4,records/evidence/legacy/replays/replay_3001/replay_reason_code_counts.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0144,evidence/replays/replay_3001/replay_result.json,2898B1F4294B472FAB5758DB5BDE00F605E66231,records/evidence/legacy/replays/replay_3001/replay_result.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0145,evidence/runs/run_8124/anomaly_report.md,4530DD5050EB86611B25514ED0175A87BA3E6A35,records/evidence/legacy/runs/run_8124/anomaly_report.md,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0146,evidence/runs/run_8124/eligibility_export.csv,C9E0283820FACE57D99E2B1D18B4CF8DCC53D944,records/evidence/legacy/runs/run_8124/eligibility_export.csv,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0147,evidence/runs/run_8124/evidence_admission.json,88252AB44FAF9ACBD00C27BAF3F88F9BD55B8E3C,records/evidence/legacy/runs/run_8124/evidence_admission.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0148,evidence/runs/run_8124/publication_manifest.json,9904B6A00296A069C707261ADA5F662494E59C71,records/evidence/legacy/runs/run_8124/publication_manifest.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0149,evidence/runs/run_8124/run_event_summary.json,91A882B942EC3458ADC92EB544280A99C8991C7D,records/evidence/legacy/runs/run_8124/run_event_summary.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0150,evidence/runs/run_8124/run_summary.json,053D70D0F839301102E9DC29EDA2920ABA03D3E0,records/evidence/legacy/runs/run_8124/run_summary.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0151,evidence/runs/run_8131_requested_date_failed/blocked_reason_code_counts.json,A92CA2CD4FAF91DED51498517071983B64F1D3DA,records/evidence/legacy/runs/run_8131_requested_date_failed/blocked_reason_code_counts.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0152,evidence/runs/run_8131_requested_date_failed/evidence_admission.json,16E895B3EA739E6ACEC6965A3722952690C3014C,records/evidence/legacy/runs/run_8131_requested_date_failed/evidence_admission.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0153,evidence/runs/run_8131_requested_date_failed/failure_report.md,5E109993D80A782BEC3D848E9B1A1F81B18BEF73,records/evidence/legacy/runs/run_8131_requested_date_failed/failure_report.md,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0154,evidence/runs/run_8131_requested_date_failed/run_event_summary.json,C506C7375B1FEFA40F083D00233B6B59041D09B0,records/evidence/legacy/runs/run_8131_requested_date_failed/run_event_summary.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
LS-MD-0155,evidence/runs/run_8131_requested_date_failed/run_summary.json,360083E6F10181835EE996D41E4B43C046014317,records/evidence/legacy/runs/run_8131_requested_date_failed/run_summary.json,EVIDENCE,MOVED_TO_ROLE_PRIMARY,HISTORICAL_ONLY,,SINGLE_ROLE_OR_FROZEN,0,
