legacy_source_id,original_path,source_sha1,section_start_line,section_end_line,heading,semantic_role,material_role,audit_disposition
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,37,44,Decisions,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,45,56,Patch Matrix,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,57,80,Validation Matrix,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,81,84,Remaining Risk,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,1,9,EVIDENCE EXPORT RUNTIME PROOF INVENTORY,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,10,15,Scope,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,16,28,Decision,DECISION,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,29,39,Pre-check trace,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,40,59,Evidence area matrix,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,60,89,Artifact list after patch,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,90,103,Container validation,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,104,136,Operator-local validation completed,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,137,154,Operator-local validation closure,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,155,165,Remaining risk,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,166,174,2026-05-19 correction/replay runtime proof follow-up,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,175,182,2026-05-19 final full-selector lock proof,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,1,9,EVIDENCE HISTORICAL LINEAGE COMPLETENESS INVENTORY,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,10,15,Scope,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,16,27,Existing contract owner,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,28,36,Evidence selector resolver matrix,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,37,45,Consumer vs evidence resolver matrix,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,46,55,Historical publication risk matrix,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,56,65,Artifact scope matrix,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,66,73,Correction / replay lineage matrix,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,74,84,Patch matrix,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,85,106,Validation matrix,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,107,113,Runtime environment,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,114,117,Remaining risk,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,118,135,Local commands completed,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,136,142,Final closure,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,143,145,Final rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,1,10,Fail-Safe / No Silent Failure Inventory,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,11,14,Final rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,15,46,Inventory,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,47,50,Static guard sentinel phrases,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,51,54,Source failure rule final,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,55,58,Manual file failure rule final,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,59,62,Empty artifact/data rule final,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,63,66,Pointer preservation rule final,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,67,71,Evidence and replay rule final,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,72,74,Production-Ready Reconciliation Addendum,RESEARCH,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,1,9,Full Market-Data Production Ready Inventory,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,10,40,Decision,DECISION,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,41,52,Source-State Artifact Audit,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,53,88,Historical Non-Current Replay Proof,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,89,121,Canonical Contract Lock Matrix,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,122,127,Inventory Reconciliation,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,128,139,Final Validation Evidence,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,140,156,Final Status,DECISION,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,157,162,Remaining Risk,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,163,179,2026-06-05 Current Source-State Full Global Lock Update,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,180,203,2026-05-20 Current Source-State Final Lock Update,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,204,272,2026-05-21 — OPS_RUNTIME_PARITY_COMPLETION_SCHEDULER_PROVIDER_SMOKE,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,273,304,2026-05-21 Final Proof Pack / Ops Runtime Parity Reconciliation,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,305,344,2026-05-21 — PROVIDER RATE-LIMIT + SCHEDULER DUE-RUN PROOF RECONCILIATION,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,345,374,2026-05-22 — YAHOO_PROVIDER_SMOKE_REQUEST_CONTEXT_HARDENING,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,375,431,2026-05-22 — FINAL PROVIDER SMOKE PASSED / OPS RUNTIME PARITY LOCK,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,432,455,2026-05-23 — Final Provider Smoke / Full PHPUnit PASS Document Reconciliation,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,456,512,2026-05-23 — SOURCE READY → FULL PRODUCTION READY GAP CLOSURE,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,513,644,2026-05-24 — API Daily Runtime Proof / Final Post-Gap-Closure Validation,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,645,662,2026-05-24 — Market Benchmark + Indicator Extension Final Production Ready Re-Lock,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,1,9,HASH / SEAL / DATASET INTEGRITY INVENTORY,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,10,31,Scope,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,32,34,Canonical serialization rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,35,42,Hash config rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,43,45,Seal rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,46,48,Immutability rule,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,49,61,Reason codes added,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,62,80,Historical manual validation command list,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,81,94,Recovery from operator-local PHPUnit failures — 2026-05-07,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,95,106,Recovery from operator-local PHPUnit failures — 2026-05-07 / round 2,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,107,120,Recovery from operator-local PHPUnit failures — 2026-05-07 / round 3,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0028,audit/HASH_SEAL_DATASET_INTEGRITY_INVENTORY.md,C8D94C9D62FC23B2978DB75D31E851645BBF5CCF,121,123,Production-Ready Reconciliation Addendum,RESEARCH,YES,SPLIT_EXACT_SECTION
LS-MD-0029,audit/IMPORT_PROMOTE_SEPARATION_INVENTORY.md,F6D6E4A0D59F66EB903E4C0FA59BB30AC736CBA6,1,38,Import vs Promote Separation Inventory,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0029,audit/IMPORT_PROMOTE_SEPARATION_INVENTORY.md,F6D6E4A0D59F66EB903E4C0FA59BB30AC736CBA6,39,52,Production-Ready Reconciliation Addendum,RESEARCH,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,1,2,LUMEN_CONTRACT_TRACKER,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3,24,CURRENT CANONICAL AUDIT OVERRIDE — 2026-08-08,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,25,160,HISTORICAL SESSION RECORD — NON-AUTHORITATIVE UNDER V2,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,161,178,OPERATIONAL STATUS,DECISION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,179,2841,CURRENT WORKING CONTRACT,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,2842,2955,RECENT LOCKED CONTRACT,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,2956,3396,VERIFIED CONTRACT ENTRIES,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3397,3458,Historical 2026-05-01 DB_SCHEMA_AND_MIGRATION_SYNC_CONTRACT Validation,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3459,3465,Recovery-3 malformed fallback pointer fix — Coverage Gate Enforcement / No Coverage Bypass,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3466,3472,Recovery-4 fallback mirror fixture alignment — COVERAGE_GATE_ENFORCEMENT_CONTRACT,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3473,3479,Recovery-5 baseline pointer mismatch message preservation — COVERAGE_GATE_ENFORCEMENT_CONTRACT,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3480,3487,HASH_SEAL_DATASET_INTEGRITY_CONTRACT — Recovery round 3,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3488,3507,COVERAGE_GATE_CANDIDATE_SCOPE_HARDENING — COVERAGE_GATE_ENFORCEMENT_CONTRACT,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3508,3529,2026-05-20 Final Lock Patch — Contract Update,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3530,3589,2026-05-21 Production Rollout Validation Runtime Parity Proof,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3590,3658,2026-05-21 — OPS_RUNTIME_PARITY_COMPLETION_SCHEDULER_PROVIDER_SMOKE,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3659,3698,2026-05-21 — PROVIDER RATE-LIMIT + SCHEDULER DUE-RUN PROOF RECONCILIATION,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3699,3755,2026-05-22 — FINAL PROVIDER SMOKE PASSED / OPS RUNTIME PARITY LOCK,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3756,3779,2026-05-23 — Final Provider Smoke / Full PHPUnit PASS Document Reconciliation,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3780,3836,2026-05-23 — SOURCE READY → FULL PRODUCTION READY GAP CLOSURE,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3837,3970,2026-05-24 — API Daily Runtime Proof / Final Post-Gap-Closure Validation,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,3971,4005,2026-05-25 - API BACKFILL RANGE LIFECYCLE CONTRACT UPDATE,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4006,4042,2026-05-25 - API BACKFILL SOURCE ACQUISITION FAILURE CLASSIFICATION + DIAGNOSTIC OUTPUT CONTRACT UPDATE,FINDING,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4043,4080,2026-05-25 - API BACKFILL CHECKPOINT + RESUME TELEMETRY CLEANUP CONTRACT UPDATE,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4081,4116,2026-05-25 - API BACKFILL CHECKPOINT + RESUME MINOR NOTES CONTRACT UPDATE,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4117,4133,2026-05-26 - API BACKFILL CHECKPOINT + RESUME FINAL FULL-SUITE CONTRACT LOCK,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4134,4166,2026-05-26 - OUT-OF-ORDER IMPORT MUTATION IMPACT CONTRACT UPDATE,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4167,4207,2026-05-27 - OUT-OF-ORDER IMPORT IMPACT EXECUTION CONTRACT UPDATE,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4208,4225,2026-05-27 - OUT-OF-ORDER IMPORT IMPACT EXECUTION FINAL VALIDATION,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4226,4249,2026-05-27 - OUT-OF-ORDER IMPORT PUBLICATION LIFECYCLE CONTRACT BOUNDARY,GOVERNANCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4250,4285,2026-05-27 - OUT-OF-ORDER IMPORT HASH/SEAL/PUBLICATION REPROCESS CONTRACT,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4286,4328,2026-05-27 - IMPORT-ONLY BACKFILL REPROCESS OUTPUT + READABLE AUTO-CORRECTION CONTRACT,IMPLEMENTATION,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4329,4348,2026-05-27 - FINAL LOCK: IMPORT-ONLY BACKFILL OUTPUT + READABLE AUTO-CORRECTION,CONTEXT,NO,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4349,4367,2026-06-05 - PROVIDER SMOKE PROOF ARTIFACT RECONCILIATION,EVIDENCE,YES,SPLIT_EXACT_SECTION
LS-MD-0030,audit/LUMEN_CONTRACT_TRACKER.md,88A4CD4C9D12A578A2837DCB275B315C91D1492A,4368,4389,MARKET_DATA_DATABASE_DICTIONARY_REQUIRED_CONTRACT,CONTEXT,NO,SPLIT_EXACT_SECTION
