legacy_source_id,original_path,original_sha1,audit_scope,semantic_roles,material_composite,split_extract_count,source_line_count,split_coverage,physical_original_retained,final_disposition
LS-MD-0091,book/Indicator_Nullability_And_OHLCV_Gap_Contract.md,3A4EAC7F640B4340F0030AB6AA16C37F988810D7,FULL_DOCUMENT,STRATEGY,NO,0,40,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0092,book/Indicator_Recompute_Source_Scope_Contract.md,7A87F7F50F6095965AC35F12AC1656139BD6B262,FULL_DOCUMENT,STRATEGY,NO,0,72,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0093,book/Invalid_Bar_Storage_Policy_LOCKED.md,B7EAFDFBF4378902E5BB6B6AA4B0B87AB6C4AAB3,FULL_DOCUMENT,STRATEGY,NO,0,10,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0094,book/Manual_File_Publishability_Policy_LOCKED.md,6D9134E20165BA0E5586E965E3BA00E60B7E1E23,FULL_DOCUMENT,STRATEGY,NO,0,177,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0095,book/Market_Calendar_Requirements_Contract.md,677C75EA4A2E50934D7003585393A85D67AB2D45,FULL_DOCUMENT,STRATEGY,NO,0,160,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0096,book/Market_Daily_Metrics_Contract.md,3F8B40E65FBFD735C47979CFF922E54B11A1CB01,FULL_DOCUMENT,STRATEGY,NO,0,39,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0097,book/Market_Data_Implementation_Command_Protocol_LOCKED.md,04D7D01CCDB819D7006D7EED9C03A0CE3290C13F,FULL_DOCUMENT,HISTORY,NO,0,325,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0098,book/Market_Data_Implementation_Conformance_Matrix_LOCKED.md,AB3DDE5B2DF64DC21D14AE5F4871DF6F5DA7F099,FULL_DOCUMENT,HISTORY,NO,0,556,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0099,book/Market_Data_Strategy_Implementation_Blueprint_LOCKED.md,4C9A34F77420D08222315973E7EE84ADC8080106,FULL_DOCUMENT,HISTORY,NO,0,436,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0100,book/Publication_Current_Pointer_Integrity_Contract_LOCKED.md,A11D1140FD155F133F6659B19CD588969DDB1052,FULL_DOCUMENT,STRATEGY,NO,0,136,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0101,book/Publication_Lock_And_Replacement_Policy_LOCKED.md,E5475522309AE686724CBECE33D9E29C1FE5EE2D,FULL_DOCUMENT,STRATEGY,NO,0,223,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0102,book/Publication_Manifest_Contract_LOCKED.md,F6F41F6C1B4450AE8248E675EF4A7F383ED88227,FULL_DOCUMENT,STRATEGY,NO,0,129,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0103,book/Publication_Traceability_Immutability_Lineage_LOCKED.md,CEFF98397CB096EBB3C34C75138DE0830763EF0A,FULL_DOCUMENT,STRATEGY,NO,0,141,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0104,book/Publishability_Coverage_Fallback_Cross_Consistency_Contract_LOCKED.md,C1763EB9910748576EC53F2A0E4F9F1C3A9D48E0,FULL_DOCUMENT,STRATEGY,NO,0,250,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0105,book/Publishability_State_Integrity_Contract_LOCKED.md,6499797446AD0EF829411737A54D43FC3EAB5594,FULL_DOCUMENT,STRATEGY,NO,0,155,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0106,book/Read_Side_Enforcement_Anti_Bypass_Contract_LOCKED.md,30A0FDCED846A812D39B7064CA1BFC31995CD6A0,FULL_DOCUMENT,STRATEGY,NO,0,57,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0107,book/Replay_Verification_Contract_LOCKED.md,F46285AD7A15F11D255C34EE93577C77AA8424C0,FULL_DOCUMENT,STRATEGY,NO,0,109,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0108,book/Run_Status_and_Quality_Gates_LOCKED.md,93CDB6BED7C0DC7E593551550C1F22863D5697E9,FULL_DOCUMENT,STRATEGY,NO,0,174,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0109,book/Sector_Classification_Contract_LOCKED.md,853D9CE2EFF062041BAB1065C897F5D949E37213,FULL_DOCUMENT,STRATEGY,NO,0,102,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0110,book/Source_Data_Acquisition_Contract_LOCKED.md,C20DDA589CF00B113BC055AD127537DA80347A62,FULL_DOCUMENT,STRATEGY,NO,0,358,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0111,book/Source_Mapping_Contract_LOCKED.md,44559844825D7E2AB556123C97DD192A32408BB7,FULL_DOCUMENT,STRATEGY,NO,0,37,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0112,book/Symbol_Lifecycle_and_Mapping_Contract.md,5A12D46592E1415401B8BCF707026CBD9C44CA05,FULL_DOCUMENT,STRATEGY,NO,0,82,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0113,book/Terminology_and_Scope.md,A2FD4CCF6D8FEE0A3308D5B188BCA8AA8AE098EE,FULL_DOCUMENT,STRATEGY,NO,0,331,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0114,book/Tickers_and_Identity_Dependency_Contract_LOCKED.md,0B0FA8C60D6547675456838E771894D65FF31B1E,FULL_DOCUMENT,STRATEGY,NO,0,136,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0115,book/Trading_Status_Source_Contract_LOCKED.md,AB4F6A09AE650981626ACD9D352210417FE6B429,FULL_DOCUMENT,STRATEGY,NO,0,136,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0116,book/Yahoo_Finance_Bootstrap_Source_Strategy.md,B0D717413191F6C7585328A724F5C6133BCBFDFA,FULL_DOCUMENT,STRATEGY,NO,0,292,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0117,db/Database_Schema_Contracts_MariaDB.md,AE7623C05C452252B58A0E742F729E64336B1927,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,127,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0118,db/Database_Schema_MariaDB.sql,EFAC1C8E2438D039BBCC5662389375C661863039,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0119,db/DB_FIELDS_AND_METADATA.md,CC6C88F572DB9675B9A81EA5F3E59BFCDE9E1F2F,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,495,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0120,db/DB_Schema_And_Migration_Sync_Contract_LOCKED.md,A9023806E44659DF8A51BFE79968D95DDC2E5241,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,77,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0121,db/EOD_Current_Publication_Pointer_Table.sql,517A5CBC57D366E5C2121C24E20792E2F7BF0808,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0122,db/EOD_Publications_Table.sql,40BCAD191F98A719E5E7E6099C20610A36F4C527,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0123,db/Indices_and_Constraints_Contract_LOCKED.md,1D6C0663CD9918E5D5123C7A303CB5063FF5192F,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,164,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0124,db/MARKET_DATA_DICTIONARY.md,C0513D183E680F5B20F41F654EBA4D46589999AA,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,230,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0125,db/Migration_Policy_LOCKED.md,21CE67A8635AC3697D1F676497FD50DB7806DC1A,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,6,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0126,db/migrations/.gitkeep,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0127,db/Optional_Fetch_Failures_Table.md,08FC81AED7FD7F8DB166D6CBDC76055E49A06136,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,74,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0128,db/Optional_Fetch_Failures_Table.sql,9FC509B3C4769D9D3D8BC5FB6F321ED1FA9FD314,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0129,db/Publication_Current_Pointer_Switch_Procedure_LOCKED.sql,1B83F36970439506F3A0E15FC916D32C5CAC3EE0,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0130,db/Publication_Switch_Procedure_LOCKED.sql,0277FD5D907CA8CF94032A3F2F8A25FC88EEEAFB,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0131,db/README.md,47708F02975C4C5F5BF8CA05471CC15DC15014E4,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,26,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0132,db/Schema_Enforcement_Notes_LOCKED.md,2A8D3FBE29C66A935B11DEFA6B7762B350278E6E,FULL_DOCUMENT,IMPLEMENTATION_DB,NO,0,72,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0133,evidence/corporate_actions/stage_6_ksei_stock_split_terms_v1.json,257A89B441785BECD9AA5BF43986B29CAD196557,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0134,evidence/corrections/correction_9001/correction_diff.json,D37FADDA3F2EF6B93FD90CCCF321F79EAE43E861,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0135,evidence/corrections/correction_9001/correction_request.json,BE5177E98E327C155BDA9C7DB29C49B5F301F73B,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0136,evidence/corrections/correction_9001/evidence_admission.json,D52E0FAA441ED43D23BA58F18746EE9F1E30A349,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0137,evidence/corrections/correction_9001/new_publication_manifest.json,247E0F0543B254087C85275DB1F4E6A17CE247F5,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0138,evidence/corrections/correction_9001/prior_publication_manifest.json,F98B3F84778047E6715620DE10B04D01B670E27C,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0139,evidence/corrections/correction_9001/publication_switch_result.json,F606E357A8CECD0A2405E7F3881069D4EFB8C46F,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0140,evidence/market_structure/stage_7_idx_regular_market_structure_v1.json,DABC0F49F07C036EFBA843C83689F0C150F7203E,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0141,evidence/README.md,B860FEE49ADB246B224A794CCB9E4F6D2376BA2B,FULL_DOCUMENT,HISTORY,NO,0,98,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0142,evidence/replays/replay_3001/evidence_admission.json,9229F08A452A5CF09EDB5541745876E81DB7E4F2,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0143,evidence/replays/replay_3001/replay_reason_code_counts.json,1DCA531AF0133030D8017BCB5356DCB9B68C73C4,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0144,evidence/replays/replay_3001/replay_result.json,2898B1F4294B472FAB5758DB5BDE00F605E66231,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0145,evidence/runs/run_8124/anomaly_report.md,4530DD5050EB86611B25514ED0175A87BA3E6A35,FULL_DOCUMENT,EVIDENCE,NO,0,11,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0146,evidence/runs/run_8124/eligibility_export.csv,C9E0283820FACE57D99E2B1D18B4CF8DCC53D944,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0147,evidence/runs/run_8124/evidence_admission.json,88252AB44FAF9ACBD00C27BAF3F88F9BD55B8E3C,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0148,evidence/runs/run_8124/publication_manifest.json,9904B6A00296A069C707261ADA5F662494E59C71,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0149,evidence/runs/run_8124/run_event_summary.json,91A882B942EC3458ADC92EB544280A99C8991C7D,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0150,evidence/runs/run_8124/run_summary.json,053D70D0F839301102E9DC29EDA2920ABA03D3E0,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0151,evidence/runs/run_8131_requested_date_failed/blocked_reason_code_counts.json,A92CA2CD4FAF91DED51498517071983B64F1D3DA,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0152,evidence/runs/run_8131_requested_date_failed/evidence_admission.json,16E895B3EA739E6ACEC6965A3722952690C3014C,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0153,evidence/runs/run_8131_requested_date_failed/failure_report.md,5E109993D80A782BEC3D848E9B1A1F81B18BEF73,FULL_DOCUMENT,EVIDENCE,NO,0,11,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0154,evidence/runs/run_8131_requested_date_failed/run_event_summary.json,C506C7375B1FEFA40F083D00233B6B59041D09B0,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0155,evidence/runs/run_8131_requested_date_failed/run_summary.json,360083E6F10181835EE996D41E4B43C046014317,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0156,evidence/tests/correction_failed_reseal_no_switch/evidence_admission.json,FA112F5B15891E4AB581D38EBD87D206CC25AF63,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0157,evidence/tests/correction_failed_reseal_no_switch/test_result.json,366BD81F514E4907F44106CF0FF712349FE88FF0,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0158,evidence/tests/hash_same_content_same_hash/evidence_admission.json,4E7B7407F4173C42FE99933AFFD2881F47FEB33E,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0159,evidence/tests/hash_same_content_same_hash/test_result.json,7D0C28745A34FDA548145F8815DAA61FB9C27D62,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0160,evidence/trading_status/stage_8_idx_long_suspension_2026-06-30_v1.json,6041F2B02E634B5BF4B7C0B40CB05C6C860FF0C6,FULL_DOCUMENT,EVIDENCE,NO,0,,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0161,examples/ARCHIVED_EVIDENCE_FOLDER_STRUCTURE_LOCKED.md,0747973DD748927D6E1C17BC3A9E113303CA2088,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,93,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0162,examples/Executed_Correction_Diff_Example_LOCKED.md,1F6536676CCFF853D81B8AE312F94BD462009036,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,43,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0163,examples/Executed_Publication_Manifest_Example_LOCKED.md,9B3E5CEFC7EFCD9747A8CC0BA7234505B2EF6084,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,55,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0164,examples/Executed_Replay_Evidence_Example_LOCKED.md,3ABBA7451A677E45997570F2C790D08B70AED6E1,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,45,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0165,examples/Executed_Run_Evidence_Bundle_Example_LOCKED.md,4B56A967C1CFC88A1E0A14C5FB1708DA2E0EC6D6,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,76,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0166,examples/Executed_Test_Run_Example_LOCKED.md,E522346D7BF4A12FB61223ABEC95DA9CAB33E12E,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,55,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0167,examples/README.md,D1933D72EB261D7A6CD37FE37D68675DDF986CFD,FULL_DOCUMENT,IMPLEMENTATION_EXAMPLE,NO,0,5,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0168,indicators/EOD_Indicators_Formula_Spec.md,F72C7BFD4657D1450A50D710C8CE6C7BB6E9696A,FULL_DOCUMENT,STRATEGY,NO,0,167,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0169,indicators/Indicator_Computation_Specification.md,9837A0212E672292EBA55755B70B59892AC6B097,FULL_DOCUMENT,STRATEGY,NO,0,78,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0170,ops/Archived_Actual_Execution_Evidence_Contract_LOCKED.md,A4F20DDC13F3B552646DADB3798CC9D50374594E,FULL_DOCUMENT,STRATEGY,NO,0,95,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0171,ops/Audit_Evidence_Pack_Contract_LOCKED.md,0B1739489EA556F9607AF0B962348E9EA6199876,FULL_DOCUMENT,STRATEGY,NO,0,237,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0172,ops/Audit_Query_Cookbook_LOCKED.md,968D6A1E6F55CE346F309A18D8DC58596D5FFF41,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,197,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0173,ops/Bootstrap_and_Backfill_Runbook_LOCKED.md,F951ADF91550A083E6DC09FA0EBB2BFF1896E155,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,30,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0174,ops/COMMAND_SURFACE_SAFETY_INVENTORY.md,4A1D5DF36286F6499A44A9A6E49E45976F3253D1,FULL_DOCUMENT,CONTEXT;EVIDENCE;FINDING;GOVERNANCE;IMPLEMENTATION,YES,6,128,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0175,ops/commands/01_DAILY_PIPELINE.md,DAB5198E14C3C211FC44D2B7BF7B86A8758096D0,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,69,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0176,ops/commands/02_IMPORT_DATA.md,EB63C6C735DD89924E693115DE22D45AE3DB0927,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,41,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0177,ops/commands/03_PROCESS_DATASET.md,6A7457278256D9BC6943A268545D87F042BC9817,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,26,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0178,ops/commands/04_FINALIZE_AND_PUBLISH.md,8D25208FE3B3E05BA02B1BD9548C02EE54CF2160,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,20,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0179,ops/commands/05_BACKFILL.md,7D024D1A49999C8FD30899BF32AC78581D6AE221,FULL_DOCUMENT,CONTEXT;EVIDENCE;GOVERNANCE;IMPLEMENTATION,YES,12,300,FULL_100_PERCENT_EXACT,NO,REMOVED_AFTER_FULL_SEMANTIC_SPLIT
LS-MD-0180,ops/commands/06_CORRECTION.md,ACE96468A4193A1B93A69CAFAFD4DAEE4144D903,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,16,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0181,ops/commands/07_REPLAY_AND_EVIDENCE.md,69ACD8C419949E186A34113EFB82E20FF9E2C0CD,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,43,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0182,ops/commands/08_SESSION_SNAPSHOT.md,9BA58A88F2700119830D4E006D2F97BB5DFAF8E7,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,62,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0183,ops/commands/README.md,A062A30EBA5E4C426F3E0BD2DEAF7BB0B5109556,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,81,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0184,ops/Commands_and_Runbook_LOCKED.md,4428F3611A536ECB6BAED4FB00D59A5031B0AA74,FULL_DOCUMENT,STRATEGY,NO,0,36,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0185,ops/Config_Change_Protocol_LOCKED.md,FBAC0291FEA9C1C4B073C44A62BF46D6198BA0CC,FULL_DOCUMENT,STRATEGY,NO,0,9,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0186,ops/Credentials_and_Secrets_Contract.md,BD75710F5EE9183EEE6F98EF243C47E3AF078BFA,FULL_DOCUMENT,STRATEGY,NO,0,4,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0187,ops/Daily_Pipeline_Execution_and_Sealing_Runbook_LOCKED.md,2FEE94EE5FDE6C2CE29C54E60DD423B9E2070171,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,40,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0188,ops/Error_Taxonomy_and_Run_Status_Decision_Table_LOCKED.md,92B4154C9DBD2CB2C3CC1DE625152F2A13F8D0DE,FULL_DOCUMENT,STRATEGY,NO,0,37,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0189,ops/Executed_Run_Admission_Criteria_LOCKED.md,16A5B0AEBC4157FF3414FD1CCF06235D85B5DFF3,FULL_DOCUMENT,STRATEGY,NO,0,64,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
LS-MD-0190,ops/Failure_Playbook_LOCKED.md,4F901F134DC7B5E82CEE174CE11F773F2ECFC63C,FULL_DOCUMENT,IMPLEMENTATION_GUIDANCE,NO,0,33,NOT_REQUIRED,YES,RETAINED_SINGLE_ROLE_OR_FROZEN_STRATEGY
