source_id,original_path,original_sha1,extract_id,extract_role,source_start_line,source_end_line,source_ranges,extract_body_sha1,extract_path,physical_class,current_authority,current_verification_effect,content_policy
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-CTX-01,CONTEXT,103,129,L103-L129,1C37750A2277C0276686CDABF57A62D0DDB17728,records/history/archive/semantic/LX-MD-0022-CTX-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-IMP-03,IMPLEMENTATION,130,138,L130-L138,4B38B8D9D5AF80E96F0482AE695C03C8C346A44F,records/history/archive/semantic/LX-MD-0022-IMP-03_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-EVD-01,EVIDENCE,139,149,L139-L149,E55BB055DD0898CB2798641F71D36DA736FB9111,records/evidence/legacy/semantic/LX-MD-0022-EVD-01_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0022,audit/DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVENTORY.md,BA5CB0819D76C0ADAEA2600174DA40EF3CFF16A3,LX-MD-0022-GOV-02,GOVERNANCE,150,152,L150-L152,3581274E69E72254571A71BB1163E283629CEF19,records/history/archive/semantic/LX-MD-0022-GOV-02_DB_INTEGRITY_FK_IMPLICIT_INTEGRITY_DECISION_INVE.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-IMP-01,IMPLEMENTATION,1,10,L1-L10,08F500A2136A698ADDB32B1F833CDB3AE6F24A94,records/history/archive/semantic/LX-MD-0023-IMP-01_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-GOV-01,GOVERNANCE,11,16,L11-L16,46584F266FC24FFA8BE1863A4E4750B558FA288C,records/history/archive/semantic/LX-MD-0023-GOV-01_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-FND-01,FINDING,17,36,L17-L36,F00D196403FB3EC2E365E421D6D0EA695BD1212B,records/history/archive/semantic/LX-MD-0023-FND-01_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-CTX-01,CONTEXT,37,44,L37-L44,E74BFF0D36C3F5D7B3C16A871EA224D08C24A3DF,records/history/archive/semantic/LX-MD-0023-CTX-01_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-IMP-02,IMPLEMENTATION,45,56,L45-L56,AF9839A297B3336005265D9308346C46F0608840,records/history/archive/semantic/LX-MD-0023-IMP-02_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-EVD-01,EVIDENCE,57,80,L57-L80,D8735076CF73EAA14786A53D866CCA8651A0296C,records/evidence/legacy/semantic/LX-MD-0023-EVD-01_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0023,audit/DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,2C21334498F0471DF8EE45D555AC98F3F5279BB4,LX-MD-0023-FND-02,FINDING,81,84,L81-L84,90739DF1F9FEA95C82466CC879A6EF88DFFDBD07,records/history/archive/semantic/LX-MD-0023-FND-02_DB_SCHEMA_MIGRATION_SYNC_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-EVD-01,EVIDENCE,1,9,L1-L9,8EA100598A00972E9EA2D83C06988EAFA81E06DE,records/evidence/legacy/semantic/LX-MD-0024-EVD-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-GOV-01,GOVERNANCE,10,15,L10-L15,FD88D6224AD91397F3C9C574171CCFCFCBC3F4AC,records/history/archive/semantic/LX-MD-0024-GOV-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-DEC-01,DECISION,16,28,L16-L28,EB3BF757B5BFAFF9F3BF2CD91A36E7B34413177E,records/decisions/legacy/LX-MD-0024-DEC-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-CTX-01,CONTEXT,29,39,L29-L39,99679CB3AACA89CCD1408B9EC3092D8FCDFDE094,records/history/archive/semantic/LX-MD-0024-CTX-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-EVD-02,EVIDENCE,40,154,L40-L154,3EED0BAFB9DB6516F9235A9B75898049207E18F0,records/evidence/legacy/semantic/LX-MD-0024-EVD-02_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-FND-01,FINDING,155,165,L155-L165,F5F78F2FB1276B5812D1EF261CDB1997FAB1DF96,records/history/archive/semantic/LX-MD-0024-FND-01_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0024,audit/EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,CE951167381AE5231B705EE619EA1FECEEC18A9E,LX-MD-0024-EVD-03,EVIDENCE,166,182,L166-L182,5D464E6F1E328B41727BE46BE6FC3411F445D85F,records/evidence/legacy/semantic/LX-MD-0024-EVD-03_EVIDENCE_EXPORT_RUNTIME_PROOF_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-EVD-01,EVIDENCE,1,9,L1-L9,605E46D8B770AD8CD432BE8034F6546B1167EA36,records/evidence/legacy/semantic/LX-MD-0025-EVD-01_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-GOV-01,GOVERNANCE,10,27,L10-L27,74D2573CE828A2922956DBF648CA7E302824EDA2,records/history/archive/semantic/LX-MD-0025-GOV-01_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-EVD-02,EVIDENCE,28,45,L28-L45,FA51EA367294562337AF600E8957CBEEA2640EF3,records/evidence/legacy/semantic/LX-MD-0025-EVD-02_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-CTX-01,CONTEXT,46,55,L46-L55,54EB351A2472536927DF9C0A68C636C23A3C4E64,records/history/archive/semantic/LX-MD-0025-CTX-01_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-GOV-02,GOVERNANCE,56,65,L56-L65,13D0773F1BDD45D31B13A8E3711FDE30F3981B69,records/history/archive/semantic/LX-MD-0025-GOV-02_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-CTX-02,CONTEXT,66,73,L66-L73,798E5357C2FF8D0A78EEFD1FABBC88E81CE1C32B,records/history/archive/semantic/LX-MD-0025-CTX-02_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-IMP-01,IMPLEMENTATION,74,84,L74-L84,7563E54CA40B91986B51AFB2D33432DFAE4CF543,records/history/archive/semantic/LX-MD-0025-IMP-01_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-EVD-03,EVIDENCE,85,106,L85-L106,E2B3F7488A1150EBAA51B1DF218BDA62486061F8,records/evidence/legacy/semantic/LX-MD-0025-EVD-03_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-CTX-03,CONTEXT,107,113,L107-L113,D7D9E81954B90A226176A43A1EFABBEDF0651477,records/history/archive/semantic/LX-MD-0025-CTX-03_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-FND-01,FINDING,114,117,L114-L117,DA1E51B7D3E48B6A75E64E95410FE1413E6C9CE7,records/history/archive/semantic/LX-MD-0025-FND-01_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-IMP-02,IMPLEMENTATION,118,135,L118-L135,E8EF8BA45367018D136FD7580732FA635675C688,records/history/archive/semantic/LX-MD-0025-IMP-02_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-CTX-04,CONTEXT,136,142,L136-L142,AC1DA73B46451669011DF852F8AEB708B9B1C293,records/history/archive/semantic/LX-MD-0025-CTX-04_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0025,audit/EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTORY.md,41DCC6ED7C59A480873EA7C1F71EEB470396403D,LX-MD-0025-GOV-03,GOVERNANCE,143,145,L143-L145,47504BA54D5015E084B2AE52681006B73DBE1C16,records/history/archive/semantic/LX-MD-0025-GOV-03_EVIDENCE_HISTORICAL_LINEAGE_COMPLETENESS_INVENTO.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-FND-01,FINDING,1,10,L1-L10,7DB69ED472B95EB857AD7B3CBBA39E5A874F9CAE,records/history/archive/semantic/LX-MD-0026-FND-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-GOV-01,GOVERNANCE,11,14,L11-L14,77553927A1A18391BDA5FD24AF6F750D4C8DCF5A,records/history/archive/semantic/LX-MD-0026-GOV-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-IMP-01,IMPLEMENTATION,15,46,L15-L46,1B8A516990FE018E5B03BB3A290206515CEA0DF2,records/history/archive/semantic/LX-MD-0026-IMP-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-CTX-01,CONTEXT,47,50,L47-L50,48453E5C5D820C32D3F729A4217BEE7864AC8B7B,records/history/archive/semantic/LX-MD-0026-CTX-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-FND-02,FINDING,51,58,L51-L58,55EBDEFBB2FC4943F8FD73DF280F7035B8A6D0E2,records/history/archive/semantic/LX-MD-0026-FND-02_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-GOV-02,GOVERNANCE,59,66,L59-L66,E8C106AD47964DDDA758EE12CB1A3EA884531BD8,records/history/archive/semantic/LX-MD-0026-GOV-02_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-EVD-01,EVIDENCE,67,71,L67-L71,378FC1C83FBA2D9057EF49C66574DA31B83F1CCB,records/evidence/legacy/semantic/LX-MD-0026-EVD-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0026,audit/FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,968C8EDCD6CA2212F89EADAB5388BA2F831C0715,LX-MD-0026-RES-01,RESEARCH,72,74,L72-L74,86EF0FA11A848F5E0EEEB189376DFB24DCA7B104,records/history/archive/semantic/LX-MD-0026-RES-01_FAIL_SAFE_NO_SILENT_FAILURE_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-IMP-01,IMPLEMENTATION,1,9,L1-L9,89B4FC2E3811C0BBAF80A3407D0CB371707148EE,records/history/archive/semantic/LX-MD-0027-IMP-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-DEC-01,DECISION,10,40,L10-L40,51124E5FB1B90A13B962D276593DDB20CFA2F154,records/decisions/legacy/LX-MD-0027-DEC-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-CTX-01,CONTEXT,41,52,L41-L52,EEDF3EB3B05DAA06DE6ED98767E5F18A351994F4,records/history/archive/semantic/LX-MD-0027-CTX-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-EVD-01,EVIDENCE,53,88,L53-L88,CB5536608F3360BB717305A5E33C625CB3388A55,records/evidence/legacy/semantic/LX-MD-0027-EVD-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-GOV-01,GOVERNANCE,89,121,L89-L121,1249E48C120E69BFD2E3E06E3046545574E78947,records/history/archive/semantic/LX-MD-0027-GOV-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-IMP-02,IMPLEMENTATION,122,127,L122-L127,CAF00E79AEDADE828E80A8B9C126E2F7AE9F6CF5,records/history/archive/semantic/LX-MD-0027-IMP-02_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-EVD-02,EVIDENCE,128,139,L128-L139,D91F9AAAB919C58C7D880EFAACB21AE813AEE8B0,records/evidence/legacy/semantic/LX-MD-0027-EVD-02_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-DEC-02,DECISION,140,156,L140-L156,92311F5E28FC432991893D6308876EF0553FAA7C,records/decisions/legacy/LX-MD-0027-DEC-02_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-FND-01,FINDING,157,162,L157-L162,D05AEAE9FE3A67E91292C32303C030EA1D44A201,records/history/archive/semantic/LX-MD-0027-FND-01_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-CTX-02,CONTEXT,163,272,L163-L272,8CDDA6D93DF4E50EF11B0B75EAB9C4946D182322,records/history/archive/semantic/LX-MD-0027-CTX-02_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-EVD-03,EVIDENCE,273,344,L273-L344,896E3619A2A2B37CCA1C8D78653E34159F7FF105,records/evidence/legacy/semantic/LX-MD-0027-EVD-03_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-CTX-03,CONTEXT,345,431,L345-L431,A1C3E2487032AEE89F20B5C587F0B8813A5D0324,records/history/archive/semantic/LX-MD-0027-CTX-03_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
LS-MD-0027,audit/FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,4C0357CC7BA4A9338F34EBCF09A671716FC4A857,LX-MD-0027-EVD-04,EVIDENCE,432,455,L432-L455,C3296692D3C1786FA6642F6876BADA45088B04D0,records/evidence/legacy/semantic/LX-MD-0027-EVD-04_FULL_MARKET_DATA_PRODUCTION_READY_INVENTORY.md,ROLE_PURE_LEGACY_EXTRACT,NO,HISTORICAL_ONLY,EXACT_SOURCE_RANGE_COPY_WITH_METADATA
